"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
1248278,5,,0,0,0,0,0,0,0,0,0,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1248745,3,8,0,10,20,30,2,10,13,16,1,"No",0,1.0,0.94,0,"No","No","No","Yes","No","No"
1248749,94,2,60,170,380,590,42,110,165,170,18,"No",0,0.98,0.98,0,"Yes","No","No","Yes","No","No"
1249205,27,12,0,15,15,15,4,12,36,44,2,"No",0,0.99,0.98,0,"No","No","Yes","Yes","No","No"
1249228,38,12,0,0,0,0,0,0,1,1,0,"No",0,0.74,0.72,0,"No","No","No","Yes","No","No"
1249547,2,4,0,3,3,3,1,2,3,3,2,"No",0,0.69,0.68,0,"Yes","No","Yes","Yes","No","No"
1249561,35,2,0,20,80,140,11,47,87,92,18,"No",0,0.92,0.88,0,"No","No","No","Yes","No","No"
1249878,2,4,0,1,3,3,1,2,4,5,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1250178,10,8,0,0,0,0,0,0,0,0,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","No"
1250341,86,2,0,49,98,196,18,63,117,179,23,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1250493,58,,0,0,0,0,0,1,2,2,0,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1250646,5,8,0,60,120,150,4,19,63,83,6,"No",0,-99.0,0.5,0,"No","No","No","Yes","No","No"
1250721,43,4,0,0,14,29,20,46,87,122,18,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1250799,127,8,32,217,438,725,85,295,494,666,83,"No",0,0.81,0.89,0,"No","No","No","Yes","No","No"
1250877,6,9,0,0,0,0,0,0,0,0,0,"No",0,0.91,0.74,0,"Yes","No","No","Yes","No","No"
1250956,78,8,9,36,108,156,18,56,109,178,41,"No",0,0.76,0.88,0,"No","No","No","Yes","No","No"
1251204,17,8,0,0,0,0,0,0,0,0,0,"No",0,0.93,0.95,0,"No","No","No","Yes","No","No"
1251226,588,8,41,450,1050,1500,188,515,1188,1976,652,"No",0,0.82,0.91,0,"No","No","No","Yes","No","No"
1251316,0,12,0,4,6,6,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1251996,730722,8,0,0,0,0,301,1128,2405,4200,322,"No",0,0.91,0.93,0,"No","No","Yes","Yes","No","No"
1252131,214,8,23,135,225,405,62,189,435,664,105,"No",0,0.96,0.96,0,"No","No","No","Yes","No","No"
1252313,615,12,0,0,0,0,0,1,1,4,0,"No",0,0.82,0.79,0,"Yes","No","No","Yes","No","No"
1252408,5,8,0,0,0,0,0,0,0,0,1,"No",0,0.74,0.76,0,"No","No","Yes","Yes","No","No"
1252677,40,,0,0,0,0,4,11,28,47,3,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1253153,38,2,0,0,0,0,6,11,35,37,2,"No",0,0.95,0.9,0,"No","No","No","Yes","No","No"
1253197,3,12,0,0,0,0,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1253299,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
1253385,118,8,0,0,0,0,0,0,1,1,0,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","No"
1253787,12,52,0,0,0,0,0,0,0,0,1,"No",0,0.5,0.49,0,"Yes","No","No","No","No","No"
1253793,3,9,0,0,0,0,0,0,0,0,1,"No",0,0.67,0.8,0,"No","No","No","Yes","No","No"
1253900,10,8,0,0,0,0,0,2,5,10,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","No"
1254169,9,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1254288,9,2,0,0,0,0,0,0,0,0,0,"No",0,1.0,0.99,0,"Yes","No","No","Yes","No","No"
1254432,7250,12,254,849,1354,2512,336,1509,2952,4465,1273,"No",0,0.66,0.55,0,"No","No","No","Yes","No","No"
1254441,1714,2,0,2560,5120,7040,689,1956,3784,6136,590,"No",0,0.93,0.95,0,"No","No","No","Yes","No","No"
1254678,45,10,0,0,0,0,1,1,1,4,1,"No",0,0.85,0.88,0,"No","No","No","Yes","No","No"
1255186,32,4,0,0,0,0,0,0,2,2,1,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1255486,8,4,0,1,1,1,1,4,11,21,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1255717,0,8,0,0,0,0,0,0,0,0,1,"No",0,0.96,0.97,0,"No","No","No","Yes","No","No"
1255729,1904,2,1367,1434,2826,5610,316,2952,4570,9698,1460,"No",0,0.95,0.97,0,"No","No","No","Yes","No","No"
1256071,4,3,0,10,22,37,11,20,59,75,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","No"
1256957,97,8,0,0,0,0,0,0,1,1,0,"No",0,-99.0,-99.0,0,"No","No","Yes","Yes","No","No"
1256126,2,12,1,0,0,0,0,0,1,2,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
1256377,55320,8,0,0,0,0,1230,2530,4971,6495,38,"No",0,0.98,0.91,0,"No","No","No","Yes","No","No"
1256418,266,8,0,0,0,0,18,26,42,61,8,"No",0,0.98,0.91,0,"No","No","No","Yes","No","No"
1256453,9,8,18,0,15,30,8,14,30,55,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","No"
1256531,20,8,0,20,20,60,0,0,0,0,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","No"
1256684,24,8,18,255,288,434,108,319,572,744,34,"No",0,0.77,0.7,0,"No","No","No","Yes","No","No"
1256766,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
1257005,12,2,0,0,0,0,0,0,0,0,0,"No",0,0.96,0.91,0,"No","No","No","Yes","No","No"
1257038,76,,0,0,0,0,0,1,1,2,1,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1257114,116,,0,0,0,0,2,22,49,66,4,"No",0,-99.0,-99.0,0,"Yes","No","No","No","No","No"
1257301,998,9,0,0,0,0,1,1,2,2,0,"No",0,0.69,0.68,0,"No","No","No","Yes","No","No"
1257401,20,12,20,0,4,4,0,0,0,0,1,"No",0,0.63,0.63,0,"Yes","No","No","Yes","No","No"
1257627,38,2,0,48,112,176,23,46,81,96,0,"No",0,0.92,0.92,0,"Yes","No","No","Yes","No","No"
1258156,513,8,321,1248,2304,3264,492,1379,2596,3998,600,"No",0,1.0,0.9,0,"No","No","No","Yes","No","No"
1258287,1614,,0,0,0,0,3,8,45,76,48,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1258555,1,9,0,0,0,0,0,0,0,0,0,"No",0,0.92,0.76,0,"Yes","No","No","Yes","No","No"
1258600,76,2,52,0,48,48,16,56,64,76,0,"No",0,0.66,0.6,0,"No","No","No","Yes","No","No"
1258686,2,8,0,0,0,0,0,0,0,0,1,"No",0,0.99,0.98,0,"No","No","Yes","Yes","No","No"
1259089,0,,0,5,5,5,0,0,0,0,0,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1259488,845,52,0,0,0,0,45,147,315,463,0,"No",0,0.97,0.95,0,"Yes","No","No","Yes","No","No"
1259572,5,12,0,0,0,0,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1260081,75,12,0,0,0,0,6,14,32,54,7,"No",0,0.96,0.86,0,"No","No","No","Yes","No","No"
1260338,7,8,0,0,0,0,1,4,8,15,1,"No",0,0.99,0.94,0,"No","No","No","Yes","No","No"
1260408,280,12,0,0,500,500,94,194,366,572,0,"No",0,0.96,0.86,0,"No","No","No","Yes","No","No"
1260485,0,4,0,4,6,6,0,0,0,0,0,"No",0,0.82,0.78,0,"No","No","No","Yes","No","No"
1260673,145,8,0,0,0,0,1,3,6,8,2,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1260804,3,4,0,0,0,0,0,0,0,0,0,"No",0,0.84,0.9,0,"Yes","No","No","Yes","No","No"
1260941,10,8,0,0,0,0,0,0,0,0,0,"No",0,0.0,0.09,0,"No","No","No","Yes","No","No"
1261263,12,8,0,0,0,0,3,7,16,30,3,"No",0,0.97,0.95,0,"Yes","No","No","Yes","No","No"
1261303,6,8,0,0,0,0,0,0,0,1,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","No"
1261472,1,8,0,0,0,0,0,0,0,0,0,"No",0,0.96,0.97,0,"No","No","Yes","Yes","No","No"
1261620,2,8,0,0,0,0,0,0,0,0,0,"No",0,0.75,0.81,0,"No","No","No","Yes","No","No"
1261776,3,12,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
1261799,83,4,62,73,145,181,31,77,127,195,35,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1261845,1,2,0,1,3,4,0,1,2,2,0,"No",0,0.7,0.74,0,"No","No","Yes","Yes","No","No"
1262106,104,8,8,88,192,264,26,87,211,368,16,"No",0,0.64,0.69,0,"No","No","No","Yes","No","No"
1262259,5,8,0,0,20,20,0,2,5,6,1,"No",0,0.52,0.46,0,"No","No","Yes","Yes","No","No"
1262489,119,2,64,163,301,397,35,124,235,342,61,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1262565,8,8,0,0,0,0,0,0,1,1,0,"No",0,1.0,1.0,0,"No","No","Yes","Yes","No","No"
1262854,32,2,0,1,13,27,0,3,3,3,0,"No",0,0.82,0.87,0,"Yes","No","Yes","Yes","No","No"
1262903,11,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"Yes","No","No","Yes","No","No"
1262944,76,9,39,101,101,179,13,55,94,154,16,"No",0,0.91,0.74,0,"No","No","No","Yes","No","No"
1262953,16,8,4,4,16,20,3,12,27,45,1,"No",0,0.92,0.75,0,"No","No","No","Yes","No","No"
1263141,40,2,0,0,20,40,0,10,20,41,0,"No",0,0.66,0.6,0,"No","No","No","Yes","No","No"
1263506,235,8,0,27,27,36,24,201,298,395,312,"No",0,0.94,0.86,0,"No","No","No","Yes","No","No"
1263709,1,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"Yes","No","No","Yes","No","No"
1263755,8,8,0,7,14,21,0,9,12,13,0,"No",0,0.98,0.88,0,"No","No","No","Yes","No","No"
1263777,361,8,6,132,252,336,40,159,395,708,62,"No",0,0.58,0.8,0,"No","No","No","Yes","No","No"
1264975,175,8,1,0,20,20,12,38,68,128,26,"No",0,0.93,0.95,0,"No","No","No","Yes","No","No"
1265036,7,2,0,0,0,0,0,0,0,1,0,"No",0,0.88,0.92,0,"Yes","No","No","Yes","No","No"
1265196,20,5,0,0,0,0,0,0,0,0,1,"No",0,0.87,0.59,0,"No","No","No","Yes","No","No"
1265218,170,2,56,240,420,640,90,234,409,619,79,"No",0,0.91,0.91,0,"No","No","No","Yes","No","No"
1265753,5785,2,197,3080,6720,8400,659,2019,4498,7146,647,"No",0,1.0,0.73,0,"No","No","No","Yes","No","No"
1265869,45,16,0,48,120,168,29,57,135,205,11,"No",0,0.88,0.94,0,"No","No","No","Yes","No","No"
1266077,19,8,0,0,0,0,0,0,0,0,2,"No",0,0.12,0.08,0,"No","No","No","Yes","No","No"
1266219,25,2,9,57,105,153,15,49,90,126,29,"No",0,1.0,0.99,0,"No","No","No","Yes","No","No"
1266651,59,8,0,0,0,0,17,27,49,81,3,"No",0,0.5,0.49,0,"No","No","No","Yes","No","No"
1266697,13,8,0,49,99,129,12,29,50,80,15,"No",4,0.72,0.77,0,"No","No","No","Yes","No","No"
1266815,0,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1267106,4,2,0,0,0,0,0,0,0,0,0,"No",0,0.56,0.56,0,"Yes","No","No","Yes","No","No"
1267356,4,12,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.69,0,"No","No","No","Yes","No","No"
1267671,167,5,20,148,372,605,169,503,801,1032,42,"No",0,0.69,0.68,0,"No","No","No","Yes","No","No"
1268088,2,12,0,0,0,0,0,0,0,0,1,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1268099,174,8,0,0,0,0,0,0,0,0,0,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","No"
1268145,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1268171,5,12,0,0,0,0,0,0,0,1,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
1268298,-1,8,0,1,1,1,1,1,1,1,0,"No",0,0.89,0.54,1,"No","No","No","No","No","No"
1268376,3,52,0,0,0,0,1,1,2,2,0,"No",0,0.96,0.98,0,"Yes","No","Yes","Yes","No","No"
1268581,50,12,0,0,0,0,0,0,0,0,2,"No",0,0.73,0.69,0,"No","No","No","Yes","No","No"
1268974,6,8,0,0,0,0,1,1,1,1,1,"No",0,0.96,0.83,0,"Yes","No","No","Yes","No","No"
1269116,2,8,0,1,2,3,0,1,2,2,0,"No",0,0.97,0.97,0,"No","No","No","Yes","No","No"
1269445,2,12,0,0,0,0,1,1,1,1,0,"No",0,0.82,0.79,0,"Yes","No","No","Yes","No","No"
1269946,3,2,0,0,0,0,0,0,1,1,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","No"
1270023,209,8,0,418,418,418,0,0,0,0,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","No"
1270170,41,8,0,2,26,44,4,18,44,62,20,"No",0,0.42,0.46,0,"No","No","No","Yes","No","No"
1270633,83,2,0,92,251,464,14,66,210,318,40,"No",0,0.77,0.74,0,"No","No","No","Yes","No","No"
1270677,137,2,0,0,0,0,0,1,2,2,1,"No",0,0.99,0.95,0,"No","No","No","Yes","No","No"
1270951,6,9,0,0,0,0,0,0,0,0,0,"No",0,0.69,0.68,0,"No","No","No","Yes","No","No"
1271454,1082,,0,0,0,0,0,2,6,9,10,"No",0,-99.0,-99.0,0,"Yes","No","No","No","No","No"
1271695,1,8,0,2,4,6,1,2,4,5,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","No"
1271697,9,8,0,0,0,0,0,0,0,0,1,"No",0,0.43,0.46,0,"Yes","No","No","Yes","No","No"
1271907,14,8,0,0,0,0,0,0,0,0,0,"No",0,0.96,0.93,0,"No","No","No","Yes","No","No"
1272104,19,12,0,0,0,0,0,0,0,0,1,"No",0,0.14,0.32,0,"No","No","No","Yes","No","No"
1272815,11,12,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
1272980,135,5,446,2040,3528,4920,926,2124,3965,5948,532,"No",0,0.69,0.68,33,"No","No","No","Yes","No","No"
1272995,0,8,0,0,0,0,0,0,0,0,0,"No",0,0.78,0.82,0,"No","No","No","Yes","No","No"
1273883,5,2,0,0,0,0,0,0,0,0,0,"No",0,1.0,0.99,0,"Yes","No","No","Yes","No","No"
1274194,11,4,0,0,0,0,0,0,0,1,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1274235,4,8,0,0,0,0,0,0,0,0,1,"No",0,0.46,0.35,0,"No","No","No","Yes","No","No"
1274264,39,4,0,0,0,0,6,18,30,52,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1274266,4,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"Yes","No","No","Yes","No","No"
1274383,15,9,0,0,0,0,0,0,0,0,0,"No",0,0.91,0.74,0,"Yes","No","No","Yes","No","No"
1274756,156,2,31,216,432,648,59,193,383,527,74,"No",0,0.65,0.75,0,"No","No","No","Yes","No","No"
1274799,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","No"
1274886,214,2,120,116,232,348,50,136,249,432,57,"No",0,0.96,0.97,0,"No","No","No","Yes","No","No"
1275031,12,8,0,0,4,8,4,5,17,22,0,"No",0,1.0,0.93,0,"No","No","No","Yes","No","No"
1275152,19,2,0,0,0,20,0,4,13,22,1,"No",0,0.8,0.92,0,"No","No","No","Yes","No","No"
1275688,10,2,0,2,8,8,0,0,0,1,1,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
1275764,4,12,0,0,0,0,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1275778,69,8,7,39,68,98,9,31,76,114,22,"No",7,0.8,0.85,0,"No","No","No","Yes","No","No"
1276191,8,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1276319,8,8,0,0,0,0,0,0,0,0,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","No"
1276321,1,2,0,50,50,50,0,0,0,0,0,"No",50,0.89,0.92,0,"Yes","No","No","Yes","No","No"
1276364,12,8,0,0,0,0,0,0,0,1,2,"No",0,0.93,0.95,0,"No","No","No","Yes","No","No"
1276438,30,2,0,100,195,271,30,87,166,209,31,"No",0,0.99,0.99,2,"No","No","No","Yes","No","No"
1276836,60,8,31,0,0,10,12,34,64,87,19,"No",0,1.0,0.94,0,"No","No","No","Yes","No","No"
1276952,2,8,0,0,1,1,0,0,1,1,2,"No",0,0.89,0.8,0,"No","No","Yes","Yes","No","No"
1277199,2909,8,0,0,0,0,0,0,0,0,0,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","No"
1277337,4,8,0,0,0,0,0,0,0,0,1,"No",0,1.0,0.99,0,"No","No","No","Yes","No","No"
1277597,975,8,0,0,0,0,0,0,0,55,0,"No",0,1.0,0.7,0,"No","No","No","Yes","No","No"
1277647,0,,0,0,0,0,0,0,0,0,0,"No",0,-99.0,-99.0,0,"No","No","Yes","Yes","No","No"
1278241,345,2,375,3227,5128,7192,2177,3541,5974,7250,490,"No",0,0.93,0.95,16,"No","No","No","Yes","No","No"
1278308,1,8,0,3,5,8,0,2,4,7,2,"No",0,0.76,0.81,0,"No","No","No","Yes","No","No"
1278330,339,4,1,0,0,0,6,19,41,91,21,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1278510,39,8,67,5,5,5,0,0,0,0,0,"No",5,0.95,0.96,0,"No","No","No","Yes","No","No"
1279278,9,2,0,0,0,0,0,1,3,3,0,"No",0,0.98,0.97,0,"No","No","No","Yes","No","No"
1279322,126,8,108,152,448,670,95,276,506,766,86,"No",0,0.79,0.89,0,"No","No","No","Yes","No","No"
1279682,7,2,0,5,5,5,1,1,2,2,0,"No",0,0.96,0.98,0,"Yes","No","No","Yes","No","No"
1280063,26,8,0,0,0,0,0,0,1,1,1,"No",0,1.0,0.99,0,"Yes","No","No","Yes","No","No"
1280071,4,8,0,116,116,116,0,0,0,0,1,"No",0,0.7,0.75,0,"No","No","No","Yes","No","No"
1280300,7,8,0,0,0,0,0,0,0,1,0,"No",0,1.0,0.92,0,"No","No","No","Yes","No","No"
1280427,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.69,0,"No","No","No","Yes","No","No"
1280708,6,8,0,0,0,0,0,0,0,1,0,"No",0,0.7,0.75,0,"No","No","No","Yes","No","No"
1281388,3,12,0,0,0,0,0,1,1,1,1,"No",0,0.93,0.96,0,"No","No","No","Yes","No","No"
1281477,126,3,48,98,98,98,78,188,305,306,114,"No",30,0.42,0.46,0,"Yes","No","No","Yes","No","No"
1281496,16,12,0,0,0,0,0,0,0,0,1,"No",0,0.73,0.69,0,"No","No","Yes","Yes","No","No"
1281554,7,9,0,0,0,0,0,0,3,4,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1281629,60,0,0,0,0,0,0,1,2,2,0,"No",0,0.0,0.0,0,"Yes","No","No","No","No","No"
1281884,2,9,0,0,0,0,0,0,0,1,0,"No",0,0.92,0.76,0,"No","No","No","Yes","No","No"
1281985,225,8,44,140,280,420,59,160,298,471,73,"No",0,1.0,0.95,0,"No","No","No","Yes","No","No"
1282033,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1282242,18,,0,0,0,0,0,0,1,1,1,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1282287,9,2,0,0,0,0,1,1,4,6,0,"No",0,0.74,0.76,0,"No","No","No","Yes","No","No"
1282512,301,8,679,1094,2971,5457,138,2017,4323,5738,676,"No",0,0.23,0.23,81,"No","No","No","Yes","No","No"
1282868,45,8,0,0,0,0,0,3,3,6,1,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1283258,40,8,0,0,0,0,0,0,0,0,4,"No",0,1.0,0.97,0,"Yes","No","No","Yes","No","No"
1283265,1862,,0,0,0,0,0,0,0,0,0,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1283765,3164,8,1635,7200,14000,20800,2454,7872,15683,24493,2153,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1283801,7,12,0,258,332,406,40,211,429,624,0,"No",0,0.0,0.02,0,"No","No","No","Yes","No","No"
1283849,151,8,44,222,495,752,91,267,529,785,84,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
1284021,38,2,0,0,0,0,0,1,1,1,0,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","No"
1284201,32,8,0,0,0,0,0,1,1,2,0,"No",0,0.98,0.96,0,"No","No","No","Yes","No","No"
1284260,0,,0,0,0,0,5,18,50,81,0,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","No"
1284839,24,4,0,0,0,0,2,5,6,7,9,"No",0,0.96,0.83,0,"No","No","No","Yes","No","No"
1285078,22,17,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.82,0,"No","No","No","Yes","No","No"
1285269,91,9,0,0,0,0,0,1,4,10,0,"No",0,0.85,0.83,0,"No","No","No","Yes","No","No"
1285297,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1285344,790,4,0,0,0,0,0,5,30,50,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1286091,27,4,0,0,0,0,3,4,10,14,2,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1286115,54,52,0,0,0,0,1,5,9,12,0,"No",0,0.98,0.98,0,"Yes","No","No","Yes","No","No"
1286355,387,8,0,250,500,750,14,238,409,719,42,"No",0,0.9,0.92,0,"No","No","No","Yes","No","No"
1286628,4,2,0,0,0,0,0,0,0,0,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","No"
1286703,3,8,0,0,0,0,1,1,1,3,1,"No",0,1.0,0.99,0,"No","No","No","Yes","No","No"
1286756,48,2,0,0,0,0,2,4,4,8,0,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
1287247,7,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"No","No","Yes","Yes","No","No"
1287348,1,8,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1287458,10,4,0,0,0,0,0,0,0,0,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1287554,3,2,0,0,0,0,0,0,0,1,0,"No",0,0.76,0.85,0,"Yes","No","No","Yes","No","No"
1287638,219,8,0,0,0,0,25,34,48,53,4,"No",0,0.04,0.4,0,"No","No","No","Yes","No","No"
1287759,6,8,0,2,11,19,1,6,11,16,1,"No",0,0.92,0.93,0,"No","No","No","Yes","No","No"
1288080,5,,0,0,0,0,0,0,1,1,2,"No",0,-99.0,-99.0,0,"Yes","No","No","No","No","No"
1288430,62,8,0,63,159,208,13,68,170,233,39,"No",0,0.74,0.73,0,"No","No","No","Yes","No","No"
1288921,43,,0,0,0,0,0,0,0,2,0,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1289138,3,8,0,0,0,0,0,0,0,0,1,"No",0,0.96,0.97,0,"No","No","No","Yes","No","No"
1289193,9,3,0,0,0,0,0,0,0,3,0,"No",0,0.98,0.99,0,"No","No","No","Yes","No","No"
1289380,3,9,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1289469,3,2,0,0,0,0,0,0,0,0,0,"No",0,0.99,0.94,0,"Yes","No","No","Yes","No","No"
1289681,4,4,1,2,3,4,0,1,4,5,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1289690,10,2,11,2,7,15,6,18,22,22,0,"No",0,0.98,0.95,0,"No","No","No","Yes","No","No"
1289884,2328,8,0,0,0,0,72,200,472,928,473,"No",0,0.41,0.21,0,"No","No","No","Yes","No","No"
1290033,264,,0,0,0,0,4,14,32,60,3,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1290063,2135,8,0,0,0,0,23,43,113,196,27,"No",0,0.94,0.93,0,"No","No","No","Yes","No","No"
1290213,16,8,0,0,0,0,3,4,5,7,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1290358,2,12,0,0,0,0,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","No"
1290531,3,2,22,14,14,14,0,0,2,4,1,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","No"
1290966,0,2,0,31,40,40,0,0,0,0,0,"No",0,0.69,0.68,12,"Yes","No","No","Yes","No","No"
1291069,2,9,0,0,0,0,0,0,0,0,0,"No",0,0.69,0.68,0,"No","No","No","Yes","No","No"
1291145,5,8,0,0,0,0,0,0,0,0,0,"No",0,0.82,0.89,0,"No","No","Yes","Yes","No","No"
1291359,13,12,13,0,0,0,0,0,0,0,1,"No",0,0.63,0.63,0,"Yes","No","No","Yes","No","No"
1291805,99,12,5,36,78,120,12,46,85,150,30,"No",0,1.0,0.85,0,"No","No","No","Yes","No","No"
1291836,62,8,8,18,54,84,8,29,70,110,16,"No",0,0.76,0.84,0,"No","No","No","Yes","No","No"
1292253,24,2,0,0,0,0,0,0,0,0,2,"No",0,0.95,0.97,0,"Yes","No","No","Yes","No","No"
1292835,1,8,0,1,2,3,3,4,5,7,1,"No",0,0.85,0.87,0,"No","No","No","Yes","No","No"
1293308,31,4,22,25,50,50,72,202,402,596,14,"No",0,0.77,0.8,0,"No","No","No","Yes","No","No"
1293719,44,8,0,0,0,0,2,15,20,25,0,"No",0,0.94,0.95,0,"No","No","No","Yes","No","No"
1293826,83,8,3,0,29,58,43,55,86,130,23,"No",0,0.99,0.99,0,"No","No","No","Yes","No","No"
1293891,60,17,0,0,0,0,0,0,0,0,2,"No",0,0.0,0.0,0,"No","No","No","Yes","No","No"
1293939,0,8,0,48,95,96,0,0,0,0,11,"No",0,0.82,0.78,0,"Yes","No","Yes","Yes","No","No"
1293942,71,10,0,0,0,0,3,9,17,24,2,"No",0,0.99,0.98,0,"No","No","No","Yes","No","No"
1294095,47,8,0,0,0,13,0,0,0,0,2,"No",0,0.98,0.98,0,"No","No","No","Yes","No","No"
1294128,3,9,0,0,0,0,0,0,0,0,0,"No",0,0.69,0.68,0,"No","No","No","Yes","No","No"
1294781,0,2,23,0,0,0,0,0,0,0,0,"No",0,0.15,0.34,0,"Yes","No","No","Yes","No","No"
1294865,67,8,2,24,48,96,13,31,64,107,20,"No",0,0.98,0.97,0,"No","No","No","Yes","No","No"
1295410,18,12,0,0,21,40,11,24,29,29,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","No"
1295720,3,8,0,0,0,0,0,0,2,3,0,"No",0,0.32,0.27,0,"No","No","No","Yes","No","No"
1295816,25,2,0,0,0,0,0,0,0,0,0,"No",0,0.66,0.6,0,"No","No","No","Yes","No","No"
