date,month,day,year,maxTemp,meanTemp,minTemp
1/8/03,1,8,2003,54,46,37
1/9/03,1,9,2003,43,36,28
1/10/03,1,10,2003,27,20,12
1/11/03,1,11,2003,19,14,8
1/12/03,1,12,2003,30,20,10
1/13/03,1,13,2003,30,24,17
1/14/03,1,14,2003,18,14,8
1/15/03,1,15,2003,21,13,5
1/16/03,1,16,2003,27,22,16
1/17/03,1,17,2003,23,16,10
1/18/03,1,18,2003,21,14,7
1/19/03,1,19,2003,28,16,3
1/20/03,1,20,2003,19,16,12
1/21/03,1,21,2003,17,12,7
1/22/03,1,22,2003,14,8,3
1/23/03,1,23,2003,12,5,-2
1/24/03,1,24,2003,16,10,3
1/25/03,1,25,2003,33,24,15
1/26/03,1,26,2003,15,10,1
1/27/03,1,27,2003,19,8,-4
1/28/03,1,28,2003,30,26,21
1/29/03,1,29,2003,27,22,16
1/30/03,1,30,2003,32,24,19
1/31/03,1,31,2003,35,34,32
2/1/03,2,1,2003,34,33,32
2/2/03,2,2,2003,39,36,33
2/3/03,2,3,2003,45,38,32
2/4/03,2,4,2003,32,21,10
2/5/03,2,5,2003,27,18,8
2/6/03,2,6,2003,32,24,15
2/7/03,2,7,2003,16,12,8
2/8/03,2,8,2003,30,20,10
2/9/03,2,9,2003,26,14,3
2/10/03,2,10,2003,27,18,9
2/11/03,2,11,2003,32,19,6
2/12/03,2,12,2003,21,12,3
2/13/03,2,13,2003,32,22,12
2/14/03,2,14,2003,35,25,15
2/15/03,2,15,2003,28,24,19
2/16/03,2,16,2003,27,22,18
2/17/03,2,17,2003,32,26,21
2/18/03,2,18,2003,37,30,24
2/19/03,2,19,2003,41,32,24
2/20/03,2,20,2003,50,39,28
2/21/03,2,21,2003,48,37,26
2/22/03,2,22,2003,33,27,19
2/23/03,2,23,2003,26,19,12
2/24/03,2,24,2003,21,14,6
2/25/03,2,25,2003,17,8,0
2/26/03,2,26,2003,28,17,6
2/27/03,2,27,2003,30,20,10
2/28/03,2,28,2003,39,26,14
3/1/03,3,1,2003,39,30,21
3/2/03,3,2,2003,32,22,12
3/3/03,3,3,2003,30,20,10
3/4/03,3,4,2003,34,26,17
3/5/03,3,5,2003,24,22,19
3/6/03,3,6,2003,27,20,12
3/7/03,3,7,2003,35,30,24
3/8/03,3,8,2003,41,26,12
3/9/03,3,9,2003,12,9,6
3/10/03,3,10,2003,19,10,1
3/11/03,3,11,2003,43,30,17
3/12/03,3,12,2003,41,36,30
3/13/03,3,13,2003,35,31,27
3/14/03,3,14,2003,54,39,24
3/15/03,3,15,2003,57,46,34
3/16/03,3,16,2003,66,54,42
3/17/03,3,17,2003,72,56,39
3/18/03,3,18,2003,44,40,37
3/19/03,3,19,2003,48,42,36
3/20/03,3,20,2003,64,53,42
3/21/03,3,21,2003,46,42,39
3/22/03,3,22,2003,46,42,39
3/23/03,3,23,2003,62,52,42
3/24/03,3,24,2003,73,58,43
3/25/03,3,25,2003,57,50,41
3/26/03,3,26,2003,59,46,34
3/27/03,3,27,2003,66,54,41
3/28/03,3,28,2003,61,49,36
3/29/03,3,29,2003,37,32,27
3/30/03,3,30,2003,42,33,24
3/31/03,3,31,2003,54,40,25
4/1/03,4,1,2003,80,61,42
4/2/03,4,2,2003,71,55,39
4/3/03,4,3,2003,46,42,37
4/4/03,4,4,2003,37,34,32
4/5/03,4,5,2003,32,29,26
4/6/03,4,6,2003,36,33,30
4/7/03,4,7,2003,34,32,30
4/8/03,4,8,2003,32,31,30
4/9/03,4,9,2003,43,36,28
4/10/03,4,10,2003,57,42,28
4/11/03,4,11,2003,70,50,33
4/12/03,4,12,2003,48,42,37
4/13/03,4,13,2003,66,48,30
4/14/03,4,14,2003,84,66,48
4/15/03,4,15,2003,86,75,64
4/16/03,4,16,2003,69,55,41
4/17/03,4,17,2003,44,42,39
4/18/03,4,18,2003,46,42,39
4/19/03,4,19,2003,79,60,41
4/20/03,4,20,2003,68,60,51
4/21/03,4,21,2003,51,48,44
4/22/03,4,22,2003,55,46,37
4/23/03,4,23,2003,55,44,32
4/24/03,4,24,2003,60,48,37
4/25/03,4,25,2003,57,51,44
4/26/03,4,26,2003,57,47,37
4/27/03,4,27,2003,75,56,36
4/28/03,4,28,2003,77,66,55
4/29/03,4,29,2003,63,54,46
4/30/03,4,30,2003,68,57,46
5/1/03,5,1,2003,54,50,46
5/2/03,5,2,2003,53,46,37
5/3/03,5,3,2003,55,46,37
5/4/03,5,4,2003,59,49,39
5/5/03,5,5,2003,69,60,51
5/6/03,5,6,2003,72,60,48
5/7/03,5,7,2003,57,52,48
5/8/03,5,8,2003,61,54,48
5/9/03,5,9,2003,84,68,53
5/10/03,5,10,2003,73,64,57
5/11/03,5,11,2003,71,60,48
5/12/03,5,12,2003,66,58,50
5/13/03,5,13,2003,73,61,50
5/14/03,5,14,2003,59,52,48
5/15/03,5,15,2003,57,52,46
5/16/03,5,16,2003,64,55,46
5/17/03,5,17,2003,68,58,48
5/18/03,5,18,2003,71,59,48
5/19/03,5,19,2003,73,65,57
5/20/03,5,20,2003,68,58,48
5/21/03,5,21,2003,57,51,45
5/22/03,5,22,2003,61,50,39
5/23/03,5,23,2003,64,54,43
5/24/03,5,24,2003,70,56,43
5/25/03,5,25,2003,66,57,48
5/26/03,5,26,2003,71,58,46
5/27/03,5,27,2003,75,62,51
5/28/03,5,28,2003,60,62,54
5/29/03,5,29,2003,66,57,50
5/30/03,5,30,2003,71,58,46
5/31/03,5,31,2003,57,50,43
6/1/03,6,1,2003,63,51,39
6/2/03,6,2,2003,68,54,39
6/3/03,6,3,2003,61,56,52
6/4/03,6,4,2003,68,58,50
6/5/03,6,5,2003,78,62,48
6/6/03,6,6,2003,72,60,50
6/7/03,6,7,2003,77,66,57
6/8/03,6,8,2003,66,62,57
6/9/03,6,9,2003,75,65,55
6/10/03,6,10,2003,78,66,54
6/11/03,6,11,2003,68,60,53
6/12/03,6,12,2003,66,60,55
6/13/03,6,13,2003,70,64,57
6/14/03,6,14,2003,78,65,53
6/15/03,6,15,2003,75,66,57
6/16/03,6,16,2003,79,66,55
6/17/03,6,17,2003,81,66,53
6/18/03,6,18,2003,90,74,57
6/19/03,6,19,2003,68,60,53
6/20/03,6,20,2003,73,60,46
6/21/03,6,21,2003,80,63,48
6/22/03,6,22,2003,84,70,55
6/23/03,6,23,2003,88,75,63
6/24/03,6,24,2003,91,78,66
6/25/03,6,25,2003,91,82,72
6/26/03,6,26,2003,75,69,61
6/27/03,6,27,2003,82,70,57
6/28/03,6,28,2003,82,72,64
6/29/03,6,29,2003,82,72,64
6/30/03,6,30,2003,84,70,59
7/1/03,7,1,2003,86,72,59
7/2/03,7,2,2003,89,75,62
7/3/03,7,3,2003,93,78,64
7/4/03,7,4,2003,93,83,73
7/5/03,7,5,2003,88,77,68
7/6/03,7,6,2003,88,78,68
7/7/03,7,7,2003,88,78,69
7/8/03,7,8,2003,78,70,64
7/9/03,7,9,2003,73,68,63
7/10/03,7,10,2003,82,72,64
7/11/03,7,11,2003,77,68,62
7/12/03,7,12,2003,81,70,61
7/13/03,7,13,2003,82,70,59
7/14/03,7,14,2003,84,70,57
7/15/03,7,15,2003,86,77,68
7/16/03,7,16,2003,84,70,59
7/17/03,7,17,2003,86,74,64
7/18/03,7,18,2003,75,68,63
7/19/03,7,19,2003,82,68,53
7/20/03,7,20,2003,86,76,66
7/21/03,7,21,2003,82,74,66
7/22/03,7,22,2003,73,68,62
7/23/03,7,23,2003,75,67,59
7/24/03,7,24,2003,80,67,55
7/25/03,7,25,2003,82,72,61
7/26/03,7,26,2003,82,76,71
7/27/03,7,27,2003,82,75,66
7/28/03,7,28,2003,73,66,57
7/29/03,7,29,2003,82,68,54
7/30/03,7,30,2003,84,68,54
7/31/03,7,31,2003,86,74,64
8/1/03,8,1,2003,84,75,66
8/2/03,8,2,2003,84,72,62
8/3/03,8,3,2003,79,71,64
8/4/03,8,4,2003,81,69,63
8/5/03,8,5,2003,80,70,62
8/6/03,8,6,2003,82,73,64
8/7/03,8,7,2003,80,72,66
8/8/03,8,8,2003,73,70,64
8/9/03,8,9,2003,77,70,63
8/10/03,8,10,2003,84,72,62
8/11/03,8,11,2003,73,68,64
8/12/03,8,12,2003,75,70,66
8/13/03,8,13,2003,81,72,63
8/14/03,8,14,2003,86,76,69
8/15/03,8,15,2003,88,78,69
8/16/03,8,16,2003,91,82,73
8/17/03,8,17,2003,84,76,71
8/18/03,8,18,2003,84,72,63
8/19/03,8,19,2003,82,72,61
8/20/03,8,20,2003,89,76,64
8/21/03,8,21,2003,95,85,77
8/22/03,8,22,2003,80,71,63
8/23/03,8,23,2003,80,69,59
8/24/03,8,24,2003,86,72,59
8/25/03,8,25,2003,95,84,73
8/26/03,8,26,2003,91,81,72
8/27/03,8,27,2003,81,75,66
8/28/03,8,28,2003,91,76,60
8/29/03,8,29,2003,82,76,69
8/30/03,8,30,2003,73,68,63
8/31/03,8,31,2003,70,66,61
9/1/03,9,1,2003,64,63,62
9/2/03,9,2,2003,73,66,60
9/3/03,9,3,2003,82,71,60
9/4/03,9,4,2003,72,62,52
9/5/03,9,5,2003,75,62,50
9/6/03,9,6,2003,81,66,51
9/7/03,9,7,2003,86,72,61
9/8/03,9,8,2003,84,72,60
9/9/03,9,9,2003,82,72,63
9/10/03,9,10,2003,82,71,61
9/11/03,9,11,2003,84,74,64
9/12/03,9,12,2003,82,72,62
9/13/03,9,13,2003,82,75,68
9/14/03,9,14,2003,75,68,59
9/15/03,9,15,2003,73,64,53
9/16/03,9,16,2003,82,67,52
9/17/03,9,17,2003,82,68,53
9/18/03,9,18,2003,81,67,54
9/19/03,9,19,2003,66,58,50
9/20/03,9,20,2003,71,56,44
9/21/03,9,21,2003,75,62,48
9/22/03,9,22,2003,69,62,55
9/23/03,9,23,2003,70,58,48
9/24/03,9,24,2003,71,63,55
9/25/03,9,25,2003,61,52,45
9/26/03,9,26,2003,64,55,48
9/27/03,9,27,2003,61,54,46
9/28/03,9,28,2003,57,52,46
9/29/03,9,29,2003,57,49,41
9/30/03,9,30,2003,55,48,39
10/1/03,10,1,2003,53,44,35
10/2/03,10,2,2003,53,42,32
10/3/03,10,3,2003,53,47,41
10/4/03,10,4,2003,57,48,39
10/5/03,10,5,2003,57,47,39
10/6/03,10,6,2003,61,49,37
10/7/03,10,7,2003,80,61,43
10/8/03,10,8,2003,80,64,48
10/9/03,10,9,2003,73,62,51
10/10/03,10,10,2003,77,64,51
10/11/03,10,11,2003,78,67,57
10/12/03,10,12,2003,69,58,46
10/13/03,10,13,2003,73,57,42
10/14/03,10,14,2003,57,54,48
10/15/03,10,15,2003,62,50,39
10/16/03,10,16,2003,53,46,37
10/17/03,10,17,2003,57,44,33
10/18/03,10,18,2003,70,56,43
10/19/03,10,19,2003,64,56,48
10/20/03,10,20,2003,84,65,46
10/21/03,10,21,2003,64,55,46
10/22/03,10,22,2003,55,48,41
10/23/03,10,23,2003,53,46,39
10/24/03,10,24,2003,60,48,37
10/25/03,10,25,2003,57,52,46
10/26/03,10,26,2003,84,40,35
10/27/03,10,27,2003,42,37,32
10/28/03,10,28,2003,54,48,41
10/29/03,10,29,2003,46,42,39
10/30/03,10,30,2003,70,54,39
10/31/03,10,31,2003,66,58,48
11/1/03,11,1,2003,48,46,45
11/2/03,11,2,2003,55,52,48
11/3/03,11,3,2003,51,48,46
11/4/03,11,4,2003,69,60,46
11/5/03,11,5,2003,46,42,37
11/6/03,11,6,2003,45,38,30
11/7/03,11,7,2003,44,36,26
11/8/03,11,8,2003,33,27,21
11/9/03,11,9,2003,41,31,21
11/10/03,11,10,2003,51,38,26
11/11/03,11,11,2003,55,50,45
11/12/03,11,12,2003,61,48,35
11/13/03,11,13,2003,39,34,30
11/14/03,11,14,2003,48,36,25
11/15/03,11,15,2003,42,40,37
11/16/03,11,16,2003,46,44,42
11/17/03,11,17,2003,53,44,35
11/18/03,11,18,2003,61,56,48
11/19/03,11,19,2003,55,46,37
11/20/03,11,20,2003,64,50,35
11/21/03,11,21,2003,48,44,41
11/22/03,11,22,2003,60,52,44
11/23/03,11,23,2003,64,47,30
11/24/03,11,24,2003,28,24,21
11/25/03,11,25,2003,39,32,25
11/26/03,11,26,2003,48,39,30
11/27/03,11,27,2003,45,42,37
11/28/03,11,28,2003,36,32,28
11/29/03,11,29,2003,37,30,24
11/30/03,11,30,2003,54,46,37
12/1/03,12,1,2003,41,34,28
12/2/03,12,2,2003,35,30,24
12/3/03,12,3,2003,39,34,30
12/4/03,12,4,2003,39,36,34
12/5/03,12,5,2003,42,38,33
12/6/03,12,6,2003,37,34,30
12/7/03,12,7,2003,41,34,27
12/8/03,12,8,2003,44,40,35
12/9/03,12,9,2003,46,44,41
12/10/03,12,10,2003,53,40,28
12/11/03,12,11,2003,27,21,14
12/12/03,12,12,2003,23,16,10
12/13/03,12,13,2003,30,21,12
12/14/03,12,14,2003,30,27,24
12/15/03,12,15,2003,37,30,24
12/16/03,12,16,2003,42,34,24
12/17/03,12,17,2003,25,22,19
12/18/03,12,18,2003,28,24,19
12/19/03,12,19,2003,30,24,18
12/20/03,12,20,2003,30,20,10
12/21/03,12,21,2003,46,37,28
12/22/03,12,22,2003,46,42,36
12/23/03,12,23,2003,36,31,26
12/24/03,12,24,2003,26,22,18
12/25/03,12,25,2003,36,26,17
12/26/03,12,26,2003,43,30,17
12/27/03,12,27,2003,48,38,28
12/28/03,12,28,2003,48,44,41
12/29/03,12,29,2003,46,38,30
12/30/03,12,30,2003,42,34,26
12/31/03,12,31,2003,42,34,25
1/1/04,1,1,2004,48,34,21
1/2/04,1,2,2004,60,48,37
1/3/04,1,3,2004,51,40,30
1/4/04,1,4,2004,32,30,28
1/5/04,1,5,2004,30,18,3
1/6/04,1,6,2004,9,4,-2
1/7/04,1,7,2004,23,15,7
1/8/04,1,8,2004,28,24,19
1/9/04,1,9,2004,27,22,18
1/10/04,1,10,2004,27,21,16
1/11/04,1,11,2004,39,32,27
1/12/04,1,12,2004,37,34,30
1/13/04,1,13,2004,34,30,25
1/14/04,1,14,2004,35,27,18
1/15/04,1,15,2004,25,18,12
1/16/04,1,16,2004,28,26,24
1/17/04,1,17,2004,34,31,28
1/18/04,1,18,2004,28,18,6
1/19/04,1,19,2004,17,10,3
1/20/04,1,20,2004,21,16,10
1/21/04,1,21,2004,36,24,12
1/22/04,1,22,2004,16,10,3
1/23/04,1,23,2004,24,16,7
1/24/04,1,24,2004,21,16,12
1/25/04,1,25,2004,21,18,16
1/26/04,1,26,2004,24,22,19
1/27/04,1,27,2004,24,17,10
1/28/04,1,28,2004,10,6,1
1/29/04,1,29,2004,3,2,0
1/30/04,1,30,2004,3,-2,-8
1/31/04,1,31,2004,14,4,-6
2/1/04,2,1,2004,28,20,12
2/2/04,2,2,2004,32,28,24
2/3/04,2,3,2004,32,21,9
2/4/04,2,4,2004,26,14,1
2/5/04,2,5,2004,28,26,25
2/6/04,2,6,2004,30,28,26
2/7/04,2,7,2004,28,22,10
2/8/04,2,8,2004,26,16,8
2/9/04,2,9,2004,30,27,24
2/10/04,2,10,2004,27,20,14
2/11/04,2,11,2004,34,23,12
2/12/04,2,12,2004,27,22,17
2/13/04,2,13,2004,28,19,10
2/14/04,2,14,2004,33,26,19
2/15/04,2,15,2004,21,16,9
2/16/04,2,16,2004,26,16,6
2/17/04,2,17,2004,34,24,14
2/18/04,2,18,2004,43,30,16
2/19/04,2,19,2004,44,36,28
2/20/04,2,20,2004,45,39,33
2/21/04,2,21,2004,39,34,28
2/22/04,2,22,2004,44,34,23
2/23/04,2,23,2004,44,40,37
2/24/04,2,24,2004,36,34,32
2/25/04,2,25,2004,37,30,24
2/26/04,2,26,2004,41,34,26
2/27/04,2,27,2004,44,36,27
2/28/04,2,28,2004,54,40,27
2/29/04,2,29,2004,61,48,35
3/1/04,3,1,2004,60,53,45
3/2/04,3,2,2004,48,44,39
3/3/04,3,3,2004,46,42,37
3/4/04,3,4,2004,44,40,37
3/5/04,3,5,2004,60,50,39
3/6/04,3,6,2004,45,41,37
3/7/04,3,7,2004,44,39,34
3/8/04,3,8,2004,37,34,30
3/9/04,3,9,2004,37,32,28
3/10/04,3,10,2004,48,36,25
3/11/04,3,11,2004,42,30,18
3/12/04,3,12,2004,32,24,15
3/13/04,3,13,2004,46,32,19
3/14/04,3,14,2004,43,38,34
3/15/04,3,15,2004,36,32,27
3/16/04,3,16,2004,33,32,30
3/17/04,3,17,2004,36,32,28
3/18/04,3,18,2004,39,32,24
3/19/04,3,19,2004,52,39,26
3/20/04,3,20,2004,61,46,32
3/21/04,3,21,2004,32,28,24
3/22/04,3,22,2004,39,29,19
3/23/04,3,23,2004,60,46,32
3/24/04,3,24,2004,62,53,44
3/25/04,3,25,2004,62,60,57
3/26/04,3,26,2004,66,56,45
3/27/04,3,27,2004,59,50,41
3/28/04,3,28,2004,73,60,48
3/29/04,3,29,2004,60,50,41
3/30/04,3,30,2004,55,47,37
3/31/04,3,31,2004,46,41,36
4/1/04,4,1,2004,48,40,33
4/2/04,4,2,2004,54,44,34
4/3/04,4,3,2004,57,42,28
4/4/04,4,4,2004,44,38,30
4/5/04,4,5,2004,52,40,28
4/6/04,4,6,2004,72,56,39
4/7/04,4,7,2004,63,52,42
4/8/04,4,8,2004,57,50,37
4/9/04,4,9,2004,57,46,35
4/10/04,4,10,2004,55,44,34
4/11/04,4,11,2004,43,36,30
4/12/04,4,12,2004,42,36,30
4/13/04,4,13,2004,46,38,30
4/14/04,4,14,2004,68,49,30
4/15/04,4,15,2004,75,60,48
4/16/04,4,16,2004,82,70,59
4/17/04,4,17,2004,77,63,51
4/18/04,4,18,2004,86,69,54
4/19/04,4,19,2004,73,60,46
4/20/04,4,20,2004,63,54,45
4/21/04,4,21,2004,64,56,48
4/22/04,4,22,2004,54,48,42
4/23/04,4,23,2004,64,51,39
4/24/04,4,24,2004,50,46,41
4/25/04,4,25,2004,63,54,45
4/26/04,4,26,2004,60,52,44
4/27/04,4,27,2004,52,44,36
4/28/04,4,28,2004,79,63,48
4/29/04,4,29,2004,78,68,59
4/30/04,4,30,2004,59,50,42
5/1/04,5,1,2004,48,46,43
5/2/04,5,2,2004,51,45,37
5/3/04,5,3,2004,69,44,33
5/4/04,5,4,2004,68,54,41
5/5/04,5,5,2004,66,52,37
5/6/04,5,6,2004,82,68,55
5/7/04,5,7,2004,55,50,46
5/8/04,5,8,2004,82,65,48
5/9/04,5,9,2004,88,70,54
5/10/04,5,10,2004,84,71,57
5/11/04,5,11,2004,82,67,53
5/12/04,5,12,2004,84,75,66
5/13/04,5,13,2004,78,70,64
5/14/04,5,14,2004,68,59,50
5/15/04,5,15,2004,55,48,41
5/16/04,5,16,2004,70,54,37
5/17/04,5,17,2004,80,69,59
5/18/04,5,18,2004,64,62,50
5/19/04,5,19,2004,71,58,45
5/20/04,5,20,2004,84,73,64
5/21/04,5,21,2004,77,62,48
5/22/04,5,22,2004,77,66,55
5/23/04,5,23,2004,81,66,54
5/24/04,5,24,2004,64,55,46
5/25/04,5,25,2004,71,58,46
5/26/04,5,26,2004,66,58,50
5/27/04,5,27,2004,78,62,48
5/28/04,5,28,2004,60,53,46
5/29/04,5,29,2004,66,57,48
5/30/04,5,30,2004,73,65,57
5/31/04,5,31,2004,66,62,57
6/1/04,6,1,2004,75,64,55
6/2/04,6,2,2004,66,60,54
6/3/04,6,3,2004,69,59,50
6/4/04,6,4,2004,72,58,46
6/5/04,6,5,2004,77,62,46
6/6/04,6,6,2004,82,72,62
6/7/04,6,7,2004,87,74,60
6/8/04,6,8,2004,91,82,73
6/9/04,6,9,2004,84,75,64
6/10/04,6,10,2004,71,63,55
6/11/04,6,11,2004,80,73,66
6/12/04,6,12,2004,80,69,60
6/13/04,6,13,2004,81,72,64
6/14/04,6,14,2004,82,74,66
6/15/04,6,15,2004,80,72,62
6/16/04,6,16,2004,82,72,61
6/17/04,6,17,2004,81,72,64
6/18/04,6,18,2004,80,71,63
6/19/04,6,19,2004,64,57,50
6/20/04,6,20,2004,73,60,48
6/21/04,6,21,2004,66,63,60
6/22/04,6,22,2004,73,64,55
6/23/04,6,23,2004,82,69,57
6/24/04,6,24,2004,70,62,53
6/25/04,6,25,2004,72,60,50
6/26/04,6,26,2004,75,64,54
6/27/04,6,27,2004,80,66,53
6/28/04,6,28,2004,75,65,55
6/29/04,6,29,2004,81,68,57
6/30/04,6,30,2004,82,72,62
7/1/04,7,1,2004,84,72,61
7/2/04,7,2,2004,82,71,61
7/3/04,7,3,2004,82,72,64
7/4/04,7,4,2004,82,76,69
7/5/04,7,5,2004,73,68,62
7/6/04,7,6,2004,82,72,62
7/7/04,7,7,2004,69,65,57
7/8/04,7,8,2004,75,64,54
7/9/04,7,9,2004,75,67,61
7/10/04,7,10,2004,82,72,62
7/11/04,7,11,2004,87,73,62
7/12/04,7,12,2004,87,78,69
7/13/04,7,13,2004,87,76,69
7/14/04,7,14,2004,81,72,64
7/15/04,7,15,2004,84,72,61
7/16/04,7,16,2004,82,73,64
7/17/04,7,17,2004,75,70,64
7/18/04,7,18,2004,79,70,62
7/19/04,7,19,2004,82,70,60
7/20/04,7,20,2004,89,80,70
7/21/04,7,21,2004,84,78,73
7/22/04,7,22,2004,90,80,70
7/23/04,7,23,2004,73,68,59
7/24/04,7,24,2004,71,62,55
7/25/04,7,25,2004,73,67,62
7/26/04,7,26,2004,73,66,60
7/27/04,7,27,2004,81,70,60
7/28/04,7,28,2004,84,68,55
7/29/04,7,29,2004,82,72,62
7/30/04,7,30,2004,72,68,64
7/31/04,7,31,2004,84,72,63
8/1/04,8,1,2004,88,76,64
8/2/04,8,2,2004,88,80,70
8/3/04,8,3,2004,90,77,66
8/4/04,8,4,2004,73,70,66
8/5/04,8,5,2004,72,66,59
8/6/04,8,6,2004,75,64,54
8/7/04,8,7,2004,77,65,55
8/8/04,8,8,2004,80,70,61
8/9/04,8,9,2004,84,75,66
8/10/04,8,10,2004,66,63,60
8/11/04,8,11,2004,62,58,55
8/12/04,8,12,2004,62,56,50
8/13/04,8,13,2004,71,61,53
8/14/04,8,14,2004,70,62,53
8/15/04,8,15,2004,75,62,50
8/16/04,8,16,2004,78,62,48
8/17/04,8,17,2004,82,71,61
8/18/04,8,18,2004,78,70,62
8/19/04,8,19,2004,73,66,57
8/20/04,8,20,2004,75,65,55
8/21/04,8,21,2004,73,65,54
8/22/04,8,22,2004,80,65,50
8/23/04,8,23,2004,79,72,66
8/24/04,8,24,2004,81,72,66
8/25/04,8,25,2004,77,70,66
8/26/04,8,26,2004,82,75,68
8/27/04,8,27,2004,86,77,70
8/28/04,8,28,2004,77,68,59
8/29/04,8,29,2004,69,62,55
8/30/04,8,30,2004,77,63,51
8/31/04,8,31,2004,79,67,55
9/1/04,9,1,2004,82,68,55
9/2/04,9,2,2004,84,74,63
9/3/04,9,3,2004,84,72,63
9/4/04,9,4,2004,82,72,62
9/5/04,9,5,2004,84,75,66
9/6/04,9,6,2004,80,69,57
9/7/04,9,7,2004,73,65,57
9/8/04,9,8,2004,70,64,59
9/9/04,9,9,2004,73,64,55
9/10/04,9,10,2004,80,66,51
9/11/04,9,11,2004,82,70,57
9/12/04,9,12,2004,84,70,57
9/13/04,9,13,2004,84,72,59
9/14/04,9,14,2004,84,74,64
9/15/04,9,15,2004,86,76,69
9/16/04,9,16,2004,73,67,61
9/17/04,9,17,2004,70,62,55
9/18/04,9,18,2004,84,64,53
9/19/04,9,19,2004,79,66,55
9/20/04,9,20,2004,78,64,51
9/21/04,9,21,2004,82,68,53
9/22/04,9,22,2004,82,67,54
9/23/04,9,23,2004,84,70,55
9/24/04,9,24,2004,82,72,62
9/25/04,9,25,2004,73,62,52
9/26/04,9,26,2004,72,60,48
9/27/04,9,27,2004,75,60,46
9/28/04,9,28,2004,66,59,52
9/29/04,9,29,2004,73,56,48
9/30/04,9,30,2004,72,55,39
10/1/04,10,1,2004,73,60,48
10/2/04,10,2,2004,57,48,39
10/3/04,10,3,2004,70,53,37
10/4/04,10,4,2004,57,50,39
10/5/04,10,5,2004,60,46,32
10/6/04,10,6,2004,75,60,46
10/7/04,10,7,2004,75,60,46
10/8/04,10,8,2004,70,66,62
10/9/04,10,9,2004,70,60,46
10/10/04,10,10,2004,62,52,43
10/11/04,10,11,2004,63,52,43
10/12/04,10,12,2004,61,51,42
10/13/04,10,13,2004,62,57,53
10/14/04,10,14,2004,55,52,48
10/15/04,10,15,2004,53,48,44
10/16/04,10,16,2004,46,44,39
10/17/04,10,17,2004,54,42,30
10/18/04,10,18,2004,53,46,41
10/19/04,10,19,2004,52,50,48
10/20/04,10,20,2004,53,52,50
10/21/04,10,21,2004,57,54,50
10/22/04,10,22,2004,63,54,46
10/23/04,10,23,2004,75,65,55
10/24/04,10,24,2004,66,56,43
10/25/04,10,25,2004,75,57,39
10/26/04,10,26,2004,60,56,53
10/27/04,10,27,2004,62,58,53
10/28/04,10,28,2004,61,53,46
10/29/04,10,29,2004,75,68,60
10/30/04,10,30,2004,72,60,50
10/31/04,10,31,2004,55,50,45
11/1/04,11,1,2004,50,49,48
11/2/04,11,2,2004,48,47,45
11/3/04,11,3,2004,52,48,45
11/4/04,11,4,2004,51,46,41
11/5/04,11,5,2004,54,45,36
11/6/04,11,6,2004,64,53,42
11/7/04,11,7,2004,57,48,37
11/8/04,11,8,2004,46,38,30
11/9/04,11,9,2004,53,45,37
11/10/04,11,10,2004,62,55,48
11/11/04,11,11,2004,50,44,37
11/12/04,11,12,2004,46,38,30
11/13/04,11,13,2004,46,36,27
11/14/04,11,14,2004,48,38,27
11/15/04,11,15,2004,50,40,30
11/16/04,11,16,2004,55,50,46
11/17/04,11,17,2004,63,58,53
11/18/04,11,18,2004,61,56,50
11/19/04,11,19,2004,55,52,48
11/20/04,11,20,2004,54,49,44
11/21/04,11,21,2004,45,38,30
11/22/04,11,22,2004,48,41,36
11/23/04,11,23,2004,51,45,39
11/24/04,11,24,2004,43,36,30
11/25/04,11,25,2004,32,26,21
11/26/04,11,26,2004,45,36,28
11/27/04,11,27,2004,46,42,37
11/28/04,11,28,2004,43,38,34
11/29/04,11,29,2004,37,35,33
11/30/04,11,30,2004,39,36,32
12/1/04,12,1,2004,32,28,25
12/2/04,12,2,2004,37,32,26
12/3/04,12,3,2004,36,30,23
12/4/04,12,4,2004,42,36,30
12/5/04,12,5,2004,46,36,26
12/6/04,12,6,2004,50,44,39
12/7/04,12,7,2004,50,46,41
12/8/04,12,8,2004,41,39,37
12/9/04,12,9,2004,50,44,37
12/10/04,12,10,2004,44,40,37
12/11/04,12,11,2004,37,34,32
12/12/04,12,12,2004,42,36,30
12/13/04,12,13,2004,30,24,19
12/14/04,12,14,2004,27,21,15
12/15/04,12,15,2004,37,28,18
12/16/04,12,16,2004,43,36,28
12/17/04,12,17,2004,33,26,19
12/18/04,12,18,2004,37,29,18
12/19/04,12,19,2004,14,8,3
12/20/04,12,20,2004,28,19,10
12/21/04,12,21,2004,33,24,14
12/22/04,12,22,2004,12,10,8
12/23/04,12,23,2004,18,12,5
12/24/04,12,24,2004,12,5,-2
12/25/04,12,25,2004,19,14,10
12/26/04,12,26,2004,24,18,12
12/27/04,12,27,2004,26,19,12
12/28/04,12,28,2004,41,32,24
12/29/04,12,29,2004,39,33,27
12/30/04,12,30,2004,55,44,33
12/31/04,12,31,2004,55,42,30
1/1/05,1,1,2005,39,32,25
1/2/05,1,2,2005,54,44,34
1/3/05,1,3,2005,36,34,32
1/4/05,1,4,2005,35,32,30
1/5/05,1,5,2005,30,28,26
1/6/05,1,6,2005,27,20,12
1/7/05,1,7,2005,27,18,10
1/8/05,1,8,2005,27,26,25
1/9/05,1,9,2005,34,30,26
1/10/05,1,10,2005,34,32,30
1/11/05,1,11,2005,36,34,33
