ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9952255,HY140624,02/05/2015 01:00:38 PM,081XX S LANGLEY AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,false,false,0631,006,6,44,26,1182267,1851324,2015,02/12/2015 12:43:51 PM,41.747250309,-87.607694789,"(41.747250309, -87.607694789)"
9952517,HY140744,02/05/2015 01:00:29 PM,001XX N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0111,001,42,32,26,1176372,1901581,2015,02/12/2015 12:43:51 PM,41.885294348,-87.627783512,"(41.885294348, -87.627783512)"
9952543,HY140894,02/05/2015 01:00:46 PM,054XX W RACE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1523,015,37,25,07,1139735,1903060,2015,02/12/2015 12:43:51 PM,41.890100687,-87.762286067,"(41.890100687, -87.762286067)"
9954151,HY142264,02/05/2015 01:00:12 PM,028XX W FLOURNOY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1135,011,2,27,26,1157337,1896942,2015,02/12/2015 12:43:51 PM,41.872972665,-87.697809509,"(41.872972665, -87.697809509)"
9952418,HY140680,02/05/2015 12:50:37 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0111,001,42,32,06,1176392,1900920,2015,02/12/2015 12:43:51 PM,41.883480076,-87.627730028,"(41.883480076, -87.627730028)"
9952233,HY140608,02/05/2015 12:45:16 PM,067XX S STONY ISLAND AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,0332,003,5,43,26,1187986,1860704,2015,02/12/2015 12:43:51 PM,41.772855614,-87.586440634,"(41.772855614, -87.586440634)"
9952307,HY140592,02/05/2015 12:45:29 PM,056XX S THROOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,0713,007,16,67,18,1168586,1867146,2015,02/12/2015 12:43:51 PM,41.790973566,-87.657370042,"(41.790973566, -87.657370042)"
9952641,HY141049,02/05/2015 12:45:50 PM,046XX W FERDINAND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1111,011,28,25,14,1145034,1902957,2015,02/12/2015 12:43:51 PM,41.889719623,-87.742828099,"(41.889719623, -87.742828099)"
9952884,HY141118,02/05/2015 12:45:17 PM,0000X W HUBBARD ST,1330,CRIMINAL TRESPASS,TO LAND,BAR OR TAVERN,false,false,1831,018,42,8,26,1175967,1903269,2015,02/12/2015 12:43:51 PM,41.88993544,-87.629219866,"(41.88993544, -87.629219866)"
9952450,HY140623,02/05/2015 12:45:41 PM,104XX S CORLISS AVE,0810,THEFT,OVER $500,STREET,false,true,0512,005,9,50,06,1183376,1836134,2015,02/12/2015 12:43:51 PM,41.705541441,-87.60410267,"(41.705541441, -87.60410267)"
9952463,HY140747,02/05/2015 12:40:10 PM,076XX S HOMAN AVE,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",true,false,0835,008,18,70,26,1155056,1853960,2015,02/12/2015 12:43:51 PM,41.755070376,-87.707333751,"(41.755070376, -87.707333751)"
9952325,HY140617,02/05/2015 12:40:12 PM,035XX W 66TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0831,008,15,66,08B,1153904,1860663,2015,02/12/2015 12:43:51 PM,41.773487401,-87.711377943,"(41.773487401, -87.711377943)"
9953854,HY141850,02/05/2015 12:37:23 PM,042XX W SCHOOL ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1731,017,30,16,26,1147360,1921558,2015,02/12/2015 12:43:51 PM,41.940718359,-87.733808416,"(41.940718359, -87.733808416)"
9952284,HY140580,02/05/2015 12:35:54 PM,059XX N GLENWOOD AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,2013,020,48,77,08B,1165871,1939326,2015,02/12/2015 12:43:51 PM,41.989099025,-87.665264694,"(41.989099025, -87.665264694)"
9952356,HY140683,02/05/2015 12:31:12 PM,115XX S BISHOP ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,0524,005,34,53,26,1168783,1828015,2015,02/12/2015 12:43:51 PM,41.68358826,-87.65777399,"(41.68358826, -87.65777399)"
9954211,HY142572,02/05/2015 12:30:29 PM,035XX S MICHIGAN AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,false,false,0213,002,3,35,11,1177732,1881682,2015,02/12/2015 12:43:51 PM,41.830659403,-87.623393614,"(41.830659403, -87.623393614)"
9952462,HY140686,02/05/2015 12:30:53 PM,034XX W FULTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1123,011,28,27,18,1153578,1901829,2015,02/12/2015 12:43:51 PM,41.886458645,-87.711480637,"(41.886458645, -87.711480637)"
9952290,HY140569,02/05/2015 12:30:18 PM,020XX E 69TH ST,5131,OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,VEHICLE NON-COMMERCIAL,true,false,0331,003,5,43,26,1190831,1859577,2015,02/12/2015 12:43:51 PM,41.769694765,-87.576048161,"(41.769694765, -87.576048161)"
9952620,HY140794,02/05/2015 12:30:28 PM,013XX W WALTON ST,0810,THEFT,OVER $500,STREET,false,false,1213,012,27,24,06,1167099,1906422,2015,02/12/2015 12:43:51 PM,41.898782559,-87.661696258,"(41.898782559, -87.661696258)"
9952175,HY140576,02/05/2015 12:28:53 PM,102XX S LA SALLE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0511,005,9,49,18,1177118,1836999,2015,02/12/2015 12:43:51 PM,41.708058258,-87.626992762,"(41.708058258, -87.626992762)"
9952147,HY140566,02/05/2015 12:25:49 PM,0000X W 79TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,CTA STATION,true,false,0623,006,6,44,18,1177485,1852589,2015,02/12/2015 12:43:51 PM,41.750830947,-87.6251791,"(41.750830947, -87.6251791)"
9952262,HY140572,02/05/2015 12:20:33 PM,038XX W MADISON ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,true,false,1122,011,28,26,08B,1150456,1899690,2015,02/12/2015 12:43:51 PM,41.880650508,-87.723001331,"(41.880650508, -87.723001331)"
9952431,HY140656,02/05/2015 12:18:41 PM,044XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,0221,002,4,38,18,1182298,1875816,2015,02/12/2015 12:43:51 PM,41.814457907,-87.606822952,"(41.814457907, -87.606822952)"
9952201,HY140568,02/05/2015 12:13:33 PM,038XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1011,010,24,29,18,1151219,1894403,2015,02/12/2015 12:43:51 PM,41.866127466,-87.720338285,"(41.866127466, -87.720338285)"
9952199,HY140574,02/05/2015 12:11:36 PM,012XX S MILLARD AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1011,010,24,29,03,1152197,1894113,2015,02/12/2015 12:43:51 PM,41.865312453,-87.716755589,"(41.865312453, -87.716755589)"
9954453,HY140567,02/05/2015 12:01:50 PM,012XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,OTHER,false,false,1433,014,1,24,06,1165147,1908670,2015,02/12/2015 12:43:51 PM,41.90499294,-87.668801875,"(41.90499294, -87.668801875)"
9952130,HY140539,02/05/2015 12:01:17 PM,044XX W MAYPOLE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1113,011,28,26,18,1146982,1901052,2015,02/12/2015 12:43:51 PM,41.884455079,-87.735722849,"(41.884455079, -87.735722849)"
9956612,HY145386,02/05/2015 12:00:29 PM,072XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0832,008,18,66,08B,1161009,1856328,2015,02/12/2015 12:43:51 PM,41.761447583,-87.685452126,"(41.761447583, -87.685452126)"
9952466,HY140743,02/05/2015 12:00:21 PM,010XX E 62ND ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0314,003,20,42,05,1184156,1864151,2015,02/12/2015 12:43:51 PM,41.782404908,-87.600372532,"(41.782404908, -87.600372532)"
9956845,HY145458,02/05/2015 12:00:51 PM,021XX W BELLE PLAINE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1911,019,47,5,11,1161098,1927238,2015,02/12/2015 12:43:51 PM,41.956029843,-87.683157865,"(41.956029843, -87.683157865)"
9955321,HY144169,02/05/2015 12:00:44 PM,011XX W 103RD PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,2232,022,34,73,11,1170364,1836127,2015,02/12/2015 12:43:51 PM,41.705814721,-87.651751498,"(41.705814721, -87.651751498)"
9958784,HY146897,02/05/2015 12:00:16 PM,092XX S JEFFERY AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0413,004,8,48,08B,1191168,1843949,2015,02/14/2015 12:44:45 PM,41.726802005,-87.57531755,"(41.726802005, -87.57531755)"
9954277,HY142477,02/05/2015 12:00:38 PM,033XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0913,009,11,60,07,1169817,1882804,2015,02/12/2015 12:43:51 PM,41.833914101,-87.652401316,"(41.833914101, -87.652401316)"
9954428,HY141779,02/05/2015 12:00:16 PM,006XX E 38TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0212,002,4,36,14,1180974,1879552,2015,02/12/2015 12:43:51 PM,41.824740391,-87.611564367,"(41.824740391, -87.611564367)"
9952432,HY140586,02/05/2015 12:00:44 PM,018XX S UNION AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,1235,012,25,31,08A,1171785,1891377,2015,02/12/2015 12:43:51 PM,41.857396096,-87.644928156,"(41.857396096, -87.644928156)"
9952043,HY140520,02/05/2015 11:45:12 AM,054XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,0231,002,3,40,08B,1178928,1868912,2015,02/12/2015 12:43:51 PM,41.79559024,-87.619394736,"(41.79559024, -87.619394736)"
9952112,HY140565,02/05/2015 11:45:43 AM,079XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0623,006,6,44,06,1180235,1852649,2015,02/12/2015 12:43:51 PM,41.750933041,-87.615100012,"(41.750933041, -87.615100012)"
9952473,HY140626,02/05/2015 11:36:12 AM,002XX W 37TH PL,2024,NARCOTICS,POSS: HEROIN(WHITE),CHA APARTMENT,true,false,0915,009,3,34,18,1175143,1880136,2015,02/12/2015 12:43:51 PM,41.826475368,-87.632938936,"(41.826475368, -87.632938936)"
9954351,HY141505,02/05/2015 11:35:20 AM,086XX S LAFLIN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0614,006,21,71,26,1167882,1847441,2015,02/12/2015 12:43:51 PM,41.73691561,-87.660516608,"(41.73691561, -87.660516608)"
9952787,HY141241,02/05/2015 11:30:38 AM,022XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1812,018,43,7,06,1171409,1915295,2015,02/12/2015 12:43:51 PM,41.923036862,-87.645604634,"(41.923036862, -87.645604634)"
9952059,HY140522,02/05/2015 11:30:25 AM,081XX S VINCENNES AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,0622,006,21,44,08B,1174722,1850745,2015,02/12/2015 12:43:51 PM,41.745832739,-87.635358835,"(41.745832739, -87.635358835)"
9952413,HY140699,02/05/2015 11:30:47 AM,087XX S BURLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0424,004,7,46,08B,1199142,1847801,2015,02/12/2015 12:43:51 PM,41.73717579,-87.545979423,"(41.73717579, -87.545979423)"
9955217,HY140490,02/05/2015 11:27:47 AM,025XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,1432,014,1,22,08B,1161426,1917095,2015,02/12/2015 12:43:51 PM,41.928190023,-87.682235287,"(41.928190023, -87.682235287)"
9952073,HY140500,02/05/2015 11:25:19 AM,056XX S ARTESIAN AVE,1505,PROSTITUTION,CALL OPERATION,RESIDENCE,true,false,0824,008,16,63,16,1161032,1867165,2015,02/12/2015 12:43:51 PM,41.791185349,-87.685068419,"(41.791185349, -87.685068419)"
9952327,HY140643,02/05/2015 11:24:43 AM,045XX N CLARENDON AVE,0453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,RESIDENCE PORCH/HALLWAY,false,false,1914,019,46,3,04B,1170048,1930642,2015,02/12/2015 12:43:51 PM,41.965179483,-87.650155939,"(41.965179483, -87.650155939)"
9952253,HY140508,02/05/2015 11:23:45 AM,061XX N SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2413,024,40,2,08B,1161509,1940694,2015,02/12/2015 12:43:51 PM,41.992945114,-87.681270401,"(41.992945114, -87.681270401)"
9952530,HY140536,02/05/2015 11:20:45 AM,010XX N LEAMINGTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1531,015,37,25,18,1141792,1906660,2015,02/12/2015 12:43:51 PM,41.8999417,-87.754642553,"(41.8999417, -87.754642553)"
9952202,HY140512,02/05/2015 11:20:12 AM,010XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1112,011,27,23,08B,1150889,1907003,2015,02/12/2015 12:43:51 PM,41.900709679,-87.721219821,"(41.900709679, -87.721219821)"
9952566,HY140915,02/05/2015 11:15:25 AM,037XX W 62ND PL,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0823,008,13,65,08A,1152312,1862859,2015,02/12/2015 12:43:51 PM,41.779545014,-87.717156244,"(41.779545014, -87.717156244)"
9952205,HY140503,02/05/2015 11:15:55 AM,041XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,BANK,false,false,1115,011,28,26,26,1148870,1899732,2015,02/12/2015 12:43:51 PM,41.880796564,-87.728823948,"(41.880796564, -87.728823948)"
9952256,HY140525,02/05/2015 11:10:22 AM,075XX N WESTERN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,CONVENIENCE STORE,false,false,2411,024,50,2,26,1158976,1950033,2015,02/12/2015 12:43:51 PM,42.01862418,-87.690329692,"(42.01862418, -87.690329692)"
9952068,HY140494,02/05/2015 11:09:41 AM,006XX N AVERS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1122,011,27,23,18,1150560,1904292,2015,02/12/2015 12:43:51 PM,41.893276855,-87.722499163,"(41.893276855, -87.722499163)"
9952282,HY140467,02/05/2015 11:05:31 AM,0000X W RANDOLPH ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,0111,001,42,32,08B,1175995,1901322,2015,02/12/2015 12:43:51 PM,41.884592135,-87.629175712,"(41.884592135, -87.629175712)"
9952389,HY140557,02/05/2015 11:04:15 AM,010XX W BRYN MAWR AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,CONVENIENCE STORE,true,false,2023,020,48,77,10,1168032,1937324,2015,02/12/2015 12:43:51 PM,41.983558957,-87.657374392,"(41.983558957, -87.657374392)"
9959035,HY146289,02/05/2015 11:00:27 AM,033XX S HALSTED ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0913,009,11,60,06,1171474,1882751,2015,02/12/2015 12:43:51 PM,41.833732459,-87.646322984,"(41.833732459, -87.646322984)"
9954125,HY141239,02/05/2015 11:00:50 AM,025XX N KIMBALL AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1413,014,26,22,05,1153236,1916810,2015,02/12/2015 12:43:51 PM,41.927574674,-87.712338275,"(41.927574674, -87.712338275)"
9952057,HY140478,02/05/2015 11:00:22 AM,030XX N DAVLIN CT,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2523,025,31,21,14,1149471,1919776,2015,02/12/2015 12:43:51 PM,41.935787626,-87.726096065,"(41.935787626, -87.726096065)"
9952821,HY140991,02/05/2015 11:00:19 AM,109XX S EBERHART AVE,0810,THEFT,OVER $500,RESIDENCE,false,true,0513,005,9,49,06,1181485,1832242,2015,02/12/2015 12:43:51 PM,41.694905007,-87.611146786,"(41.694905007, -87.611146786)"
9952558,HY140698,02/05/2015 11:00:32 AM,048XX W WALTON ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1531,015,37,25,08B,1143936,1905911,2015,02/12/2015 12:43:51 PM,41.897846404,-87.746786315,"(41.897846404, -87.746786315)"
9952292,HY140546,02/05/2015 11:00:57 AM,010XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1811,018,32,7,06,1169375,1910873,2015,02/12/2015 12:43:51 PM,41.910947173,-87.65320705,"(41.910947173, -87.65320705)"
9960552,HY148857,02/05/2015 11:00:30 AM,010XX E 87TH ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0412,004,8,44,06,1184840,1847555,2015,02/13/2015 12:43:08 PM,41.736847844,-87.598384655,"(41.736847844, -87.598384655)"
9951998,HY140465,02/05/2015 10:55:58 AM,005XX S KOSTNER AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,true,false,1131,011,24,26,18,1147100,1897314,2015,02/12/2015 12:43:51 PM,41.874195316,-87.735385167,"(41.874195316, -87.735385167)"
9952090,HY140458,02/05/2015 10:40:34 AM,061XX S HALSTED ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,false,false,0711,007,16,68,04A,1172056,1864376,2015,02/12/2015 12:43:51 PM,41.783296803,-87.644727717,"(41.783296803, -87.644727717)"
9952213,HY140432,02/05/2015 10:40:31 AM,049XX W SUPERIOR ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,1531,015,37,25,04A,1143396,1904477,2015,02/12/2015 12:43:51 PM,41.893921456,-87.748805587,"(41.893921456, -87.748805587)"
9952222,HY140442,02/05/2015 10:38:16 AM,049XX N MARINE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2024,020,48,3,14,1169911,1933016,2015,02/12/2015 12:43:51 PM,41.971696803,-87.650590094,"(41.971696803, -87.650590094)"
9952809,HY141272,02/05/2015 10:37:49 AM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1432,014,1,22,06,1160777,1917685,2015,02/12/2015 12:43:51 PM,41.929822521,-87.684603724,"(41.929822521, -87.684603724)"
9952226,HY140620,02/05/2015 10:37:28 AM,008XX E 103RD ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",true,false,0512,005,9,50,24,1183714,1836812,2015,02/12/2015 12:43:51 PM,41.707394098,-87.602843897,"(41.707394098, -87.602843897)"
9952077,HY140564,02/05/2015 10:30:39 AM,006XX N LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1532,015,37,25,08B,1143534,1903921,2015,02/12/2015 12:43:51 PM,41.892393147,-87.748312675,"(41.892393147, -87.748312675)"
9952219,HY140535,02/05/2015 10:25:46 AM,018XX N NEWLAND AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PRIVATE, GROUNDS",false,false,2513,025,36,25,08B,1129751,1911726,2015,02/12/2015 12:43:51 PM,41.914057842,-87.798754228,"(41.914057842, -87.798754228)"
9952070,HY140422,02/05/2015 10:25:53 AM,075XX S ELLIS AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,0624,006,8,69,26,1184159,1855183,2015,02/12/2015 12:43:51 PM,41.757795806,-87.600641629,"(41.757795806, -87.600641629)"
9953800,HY141892,02/05/2015 10:07:40 AM,054XX N ST LOUIS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,false,false,1712,017,39,13,11,1152044,1935728,2015,02/12/2015 12:43:51 PM,41.97951062,-87.716217854,"(41.97951062, -87.716217854)"
9951927,HY140391,02/05/2015 10:05:57 AM,112XX S WALLACE ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,2233,022,34,49,08A,1174273,1830363,2015,02/12/2015 12:43:51 PM,41.689911646,-87.637607566,"(41.689911646, -87.637607566)"
9951896,HY140404,02/05/2015 10:00:34 AM,068XX S JUSTINE ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,true,false,0725,007,17,67,26,1167220,1859477,2015,02/12/2015 12:43:51 PM,41.769958234,-87.6625982,"(41.769958234, -87.6625982)"
9956043,HY145008,02/05/2015 10:00:36 AM,108XX S CENTRAL PARK AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2211,022,19,74,11,1154322,1832342,2015,02/12/2015 12:43:51 PM,41.695761373,-87.710596813,"(41.695761373, -87.710596813)"
9951953,HY140390,02/05/2015 10:00:57 AM,013XX N CLAREMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",true,false,1424,014,1,24,18,1160541,1908753,2015,02/12/2015 12:43:51 PM,41.905317365,-87.685718819,"(41.905317365, -87.685718819)"
9952527,HY140878,02/05/2015 10:00:59 AM,049XX S KILBOURN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0815,008,23,57,07,1147245,1871168,2015,02/12/2015 12:43:51 PM,41.802444363,-87.73552092,"(41.802444363, -87.73552092)"
9956958,HY140460,02/05/2015 10:00:55 AM,027XX W 47TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0922,009,12,58,14,1158962,1873429,2015,02/12/2015 12:43:51 PM,41.808417176,-87.692487469,"(41.808417176, -87.692487469)"
9952613,HY140929,02/05/2015 10:00:56 AM,005XX W JACKSON BLVD,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,OTHER,false,false,0121,001,2,28,08B,1173144,1898952,2015,02/12/2015 12:43:51 PM,41.878152421,-87.639715217,"(41.878152421, -87.639715217)"
9961650,HY150049,02/05/2015 10:00:39 AM,037XX N NEW ENGLAND AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1632,016,36,17,06,1129699,1924104,2015,02/14/2015 12:46:15 PM,41.94802547,-87.798661685,"(41.94802547, -87.798661685)"
9956395,HY145218,02/05/2015 10:00:53 AM,063XX S ARCHER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0811,008,23,56,07,1135536,1867771,2015,02/12/2015 12:43:51 PM,41.793337845,-87.778544097,"(41.793337845, -87.778544097)"
9953162,HY140927,02/05/2015 10:00:31 AM,016XX N TRIPP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2534,025,30,23,14,1147770,1910360,2015,02/12/2015 12:43:51 PM,41.909982128,-87.732589848,"(41.909982128, -87.732589848)"
9953633,HY140386,02/05/2015 10:00:26 AM,042XX W IRVING PARK RD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1722,017,38,16,04A,1147649,1926292,2015,02/12/2015 12:43:51 PM,41.953703294,-87.732624286,"(41.953703294, -87.732624286)"
9953447,HY141583,02/05/2015 10:00:44 AM,026XX S CALIFORNIA BLVD,0810,THEFT,OVER $500,STREET,false,false,1034,010,12,30,06,1158233,1886579,2015,02/12/2015 12:43:51 PM,41.844517251,-87.69480282,"(41.844517251, -87.69480282)"
9956725,HY145244,02/05/2015 10:00:55 AM,020XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1431,014,1,22,06,1159987,1913849,2015,02/12/2015 12:43:51 PM,41.919312634,-87.687612913,"(41.919312634, -87.687612913)"
9952378,HY140373,02/05/2015 10:00:45 AM,050XX S LAFLIN ST,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0933,009,16,61,08A,1167224,1871460,2015,02/12/2015 12:43:51 PM,41.802840965,-87.662240696,"(41.802840965, -87.662240696)"
9952434,HY140591,02/05/2015 09:57:47 AM,005XX W 64TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,false,false,0722,007,20,68,15,1173996,1862435,2015,02/12/2015 12:43:51 PM,41.77792763,-87.637672628,"(41.77792763, -87.637672628)"
9952084,HY140481,02/05/2015 09:52:25 AM,072XX S STATE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",true,false,0323,003,6,69,08B,1177585,1856699,2015,02/12/2015 12:43:51 PM,41.762107,-87.624688593,"(41.762107, -87.624688593)"
9952004,HY140378,02/05/2015 09:40:45 AM,013XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1023,010,28,29,08B,1158542,1893579,2015,02/12/2015 12:43:51 PM,41.863719689,-87.693477408,"(41.863719689, -87.693477408)"
9951798,HY140313,02/05/2015 09:33:43 AM,070XX S CARPENTER ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,false,false,0733,007,17,68,26,1170498,1857820,2015,02/12/2015 12:43:51 PM,41.765340441,-87.650630666,"(41.765340441, -87.650630666)"
9952670,HY140965,02/05/2015 09:30:32 AM,029XX N SPRINGFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,2523,025,30,21,26,1149918,1919338,2015,02/12/2015 12:43:51 PM,41.934577018,-87.724464726,"(41.934577018, -87.724464726)"
9951870,HY140380,02/05/2015 09:30:25 AM,053XX W DEVON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,true,1621,016,45,12,26,1139187,1942092,2015,02/12/2015 12:43:51 PM,41.997218369,-87.763345416,"(41.997218369, -87.763345416)"
9952083,HY140509,02/05/2015 09:30:28 AM,048XX W GLADYS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1533,015,24,25,03,1144390,1897948,2015,02/12/2015 12:43:51 PM,41.875986465,-87.745319214,"(41.875986465, -87.745319214)"
9952221,HY140437,02/05/2015 09:30:15 AM,053XX W MONROE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1522,015,29,25,06,1140773,1899183,2015,02/12/2015 12:43:51 PM,41.879442694,-87.758569368,"(41.879442694, -87.758569368)"
9951928,HY140372,02/05/2015 09:30:47 AM,093XX S LAFLIN ST,0560,ASSAULT,SIMPLE,STREET,false,false,2221,022,21,73,08A,1167941,1842498,2015,02/12/2015 12:43:51 PM,41.72335002,-87.660442023,"(41.72335002, -87.660442023)"
