"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
2229380,0,4,0,259,409,457,0,2,9,11,18,"No",0,0.79,0.67,0,"No","No","Yes","Yes","No","Yes"
2231151,1,8,0,18,27,36,14,25,41,48,0,"No",0,0.98,0.99,0,"No","No","No","Yes","No","Yes"
2232100,2,14,0,36,72,104,15,39,69,94,14,"No",0,0.65,0.69,0,"No","No","No","Yes","No","Yes"
2232114,0,8,0,3,5,6,1,4,4,5,0,"No",0,0.84,0.87,0,"No","No","No","Yes","No","Yes"
2232291,4,12,0,18,36,36,6,32,43,57,3,"No",0,0.75,0.68,0,"No","No","No","Yes","No","Yes"
2234057,1,8,0,3,5,8,3,4,5,11,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
2236126,2,8,0,24,36,48,16,37,49,87,4,"No",0,0.55,0.37,0,"No","No","No","Yes","No","Yes"
2237079,-4,8,0,7,9,10,10,10,14,15,1,"No",0,0.35,0.37,4,"No","No","No","Yes","No","Yes"
2238905,10,2,0,0,0,0,0,0,0,0,1,"No",0,0.98,0.85,0,"No","No","No","Yes","No","Yes"
2239548,0,2,0,50,50,50,8,22,43,51,1,"No",0,0.98,0.98,0,"No","No","No","Yes","No","Yes"
2241873,17,2,0,20,40,60,3,17,29,46,0,"No",0,0.85,0.59,0,"No","No","No","Yes","No","Yes"
2242961,0,2,0,12,22,32,0,0,0,0,0,"No",0,0.96,0.9,0,"Yes","No","No","Yes","No","Yes"
2243175,7,8,0,7,14,21,5,12,22,33,7,"No",0,0.99,0.96,0,"No","No","No","Yes","No","Yes"
2243853,0,2,0,10,10,10,0,0,0,0,2,"No",0,0.9,0.93,0,"Yes","No","Yes","Yes","No","Yes"
2244217,0,4,0,11,11,11,0,0,0,0,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","Yes"
2245675,7,2,0,12,27,39,8,24,36,48,2,"No",0,0.52,0.7,0,"No","No","No","Yes","No","Yes"
2246669,-346,2,0,17815,28225,38983,2684,7739,15726,15732,2410,"Yes",0,0.73,0.68,492,"Yes","No","Yes","Yes","No","Yes"
2248655,132,8,148,2200,3432,4664,580,1633,3085,4594,896,"No",112,0.72,0.71,12,"No","No","No","Yes","No","Yes"
2250388,5,12,0,96,112,176,5,26,85,138,12,"No",0,0.73,0.76,0,"No","No","No","Yes","No","Yes"
2251670,3,,0,70,109,148,8,24,45,88,20,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","Yes"
2251701,2,8,0,96,96,144,19,50,78,100,1,"No",0,1.0,0.5,0,"No","No","No","Yes","No","Yes"
2251787,0,2,0,88,154,174,0,0,0,0,0,"No",0,0.94,0.96,0,"No","No","Yes","Yes","No","Yes"
2252313,-39,,0,0,0,0,1008,2481,2501,2511,753,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","Yes"
2252426,1,8,0,52,73,94,5,16,47,77,24,"No",0,0.83,0.85,0,"No","No","No","Yes","No","Yes"
2252679,1,8,0,16,25,37,5,15,23,29,0,"No",0,0.84,0.83,0,"No","No","No","Yes","No","Yes"
2253876,0,8,0,1,1,1,0,0,0,1,0,"No",0,0.66,0.63,0,"No","No","No","Yes","No","Yes"
2254048,2,2,0,12,24,30,3,12,16,27,1,"No",0,0.94,0.97,0,"No","No","No","Yes","No","Yes"
2254190,2,8,0,32,48,64,13,32,45,65,4,"No",0,0.95,0.95,0,"No","No","No","Yes","No","Yes"
2254309,8,9,7,7,21,28,6,20,34,42,6,"No",0,0.95,0.9,0,"No","No","No","Yes","No","Yes"
2255916,1,,0,0,0,0,0,3,3,3,11,"No",0,-99.0,-99.0,0,"Yes","No","No","No","No","Yes"
2256531,74,8,0,100,200,200,1,1,1,1,38,"No",0,0.5,0.51,0,"Yes","No","No","Yes","No","Yes"
2257422,-5,2,0,25,37,37,19,21,21,21,6,"No",0,0.96,0.96,5,"Yes","No","No","Yes","No","Yes"
2258422,0,2,0,1017,1630,1632,0,0,0,0,84,"No",0,0.79,0.67,0,"Yes","No","No","Yes","No","Yes"
2262593,0,8,0,6,6,7,0,0,0,0,0,"No",0,0.82,0.81,0,"No","No","No","Yes","No","Yes"
2262999,0,2,0,5,8,9,0,2,2,2,0,"No",0,0.94,0.79,0,"No","No","No","Yes","No","Yes"
2264307,1,8,0,12,21,24,1,6,14,19,0,"No",0,0.37,0.36,0,"No","No","No","Yes","No","Yes"
2267416,13,8,0,208,416,416,29,92,180,287,28,"No",0,0.85,0.83,0,"No","No","No","Yes","No","Yes"
2267526,-2,12,0,32,50,70,3,19,28,42,0,"No",0,0.9,0.87,2,"No","No","Yes","Yes","No","Yes"
2267786,1,9,0,28,40,52,5,14,22,36,0,"No",0,0.7,0.66,0,"No","No","No","Yes","No","Yes"
2268663,5,2,0,3,3,3,1,1,1,1,1,"No",0,0.93,0.88,0,"Yes","No","No","Yes","No","Yes"
2270190,9,2,0,0,0,0,0,1,5,6,0,"No",0,0.85,0.77,0,"No","No","Yes","Yes","No","Yes"
2270243,5,2,9,27,54,72,15,32,52,77,7,"No",0,1.0,0.94,0,"No","No","No","Yes","No","Yes"
2273197,8,8,0,12,12,12,9,9,13,28,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","Yes"
2274028,5,12,0,96,96,96,16,40,41,41,0,"No",0,0.41,0.48,4,"No","No","No","No","No","Yes"
2276286,0,12,0,0,0,0,0,0,0,0,0,"No",0,0.73,0.76,0,"No","No","No","Yes","No","Yes"
2279154,59,8,0,370,505,595,59,205,355,539,115,"No",45,0.53,0.44,0,"No","No","No","Yes","No","Yes"
2280697,0,2,0,22,32,32,0,1,1,1,0,"No",0,0.96,0.9,0,"No","No","No","Yes","No","Yes"
2280984,-31,8,0,158,225,301,15,106,197,295,20,"Yes",13,0.18,0.41,33,"No","No","Yes","Yes","No","Yes"
2281117,0,8,0,13,21,29,5,12,18,25,0,"No",0,0.37,0.36,0,"No","No","No","Yes","No","Yes"
2281963,1,2,0,252,252,252,8,21,39,39,0,"No",0,0.34,0.34,0,"Yes","No","No","Yes","No","Yes"
2282557,0,2,0,156,228,282,10,40,85,137,0,"No",0,0.0,0.0,1,"No","No","No","Yes","No","Yes"
2283327,4,4,1,4,10,16,2,11,15,17,0,"No",0,0.79,0.67,0,"No","No","No","Yes","No","Yes"
2283593,1,8,0,1,3,4,2,3,4,5,1,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
2285088,1,10,0,1,3,4,1,2,3,3,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
2288091,0,8,0,8,10,14,1,3,6,10,3,"No",0,0.84,0.83,0,"No","No","No","Yes","No","Yes"
2289204,3,8,0,1,3,4,1,3,7,9,0,"No",0,0.84,0.83,0,"No","No","No","Yes","No","Yes"
2289331,0,2,0,1,3,3,4,30,34,34,2,"No",0,0.97,0.94,0,"No","No","No","Yes","No","Yes"
2289458,0,4,0,32,38,41,1,3,3,9,0,"No",0,0.79,0.67,0,"No","No","No","Yes","No","Yes"
2290539,5,8,0,19,31,39,0,3,20,31,4,"No",2,0.05,0.15,0,"No","No","No","Yes","No","Yes"
2290758,4,4,0,3,6,12,1,4,8,10,0,"No",0,0.7,0.66,0,"No","No","No","Yes","No","Yes"
2291419,4,2,0,0,0,0,0,0,0,0,0,"No",0,1.0,0.99,0,"Yes","No","Yes","Yes","No","Yes"
2292284,0,2,0,472,472,472,0,0,0,0,127,"No",0,0.73,0.69,0,"No","No","Yes","Yes","No","Yes"
2292424,6,8,0,19,19,30,4,15,32,61,0,"No",18,0.18,0.31,0,"No","No","No","Yes","No","Yes"
2293332,0,2,0,102,102,102,0,0,0,0,22,"No",0,0.13,0.17,0,"No","No","No","Yes","No","Yes"
2294461,5,8,0,53,73,105,7,26,62,95,17,"No",0,0.98,0.97,0,"Yes","No","No","No","No","Yes"
2294937,5,8,2,10,38,56,0,19,33,63,3,"No",0,0.7,0.9,0,"No","No","No","Yes","No","Yes"
2296549,2,2,0,38,62,62,18,23,28,39,0,"No",0,0.93,0.9,0,"No","No","No","Yes","No","Yes"
2298016,1,9,0,3,12,15,2,5,12,18,3,"No",0,0.7,0.66,0,"No","No","No","Yes","No","Yes"
2300466,0,8,0,8,8,8,5,7,15,25,2,"No",0,0.49,0.76,0,"No","No","No","Yes","No","Yes"
2300700,0,2,0,20,25,25,0,0,0,0,0,"No",0,0.73,0.69,0,"Yes","No","No","Yes","No","Yes"
2302215,8,2,5,108,168,248,18,71,160,199,10,"No",0,0.34,0.34,1,"No","No","Yes","Yes","No","Yes"
2302496,82,8,18,432,774,1044,106,402,658,887,122,"No",18,0.41,0.46,0,"No","No","Yes","Yes","No","Yes"
2302816,10,2,0,152,200,248,30,56,110,132,14,"No",0,0.0,0.0,0,"Yes","No","No","Yes","No","Yes"
2303225,2,8,0,2,4,6,0,4,4,8,1,"No",0,0.98,0.94,0,"No","No","No","Yes","No","Yes"
2303373,0,8,0,3,5,6,1,2,4,8,0,"No",0,0.97,0.98,0,"No","No","Yes","Yes","No","Yes"
2303562,38,12,20,436,676,956,118,347,577,869,56,"No",16,0.66,0.67,0,"No","No","No","Yes","No","Yes"
2303705,6,2,0,25,50,75,5,24,61,87,2,"No",0,0.79,0.7,0,"No","No","No","Yes","No","Yes"
2303887,1,12,0,40,40,46,3,18,38,58,0,"No",0,0.73,0.76,0,"No","No","Yes","Yes","No","Yes"
2304592,1,9,0,2,4,4,3,6,11,15,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","Yes"
2304915,0,10,0,2,3,3,1,3,3,3,0,"No",0,0.77,0.85,0,"No","No","No","Yes","No","Yes"
2305073,0,,0,0,0,0,0,0,0,0,0,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","Yes"
2306606,3,4,0,0,0,0,4,4,4,6,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","Yes"
2306963,27,2,0,92,163,230,43,90,154,246,29,"No",0,0.0,0.0,0,"No","No","No","Yes","No","Yes"
2307640,8,2,0,2,6,8,0,5,6,12,3,"No",0,0.99,0.92,0,"No","No","No","Yes","No","Yes"
2308220,0,2,0,13,23,33,0,0,1,1,0,"No",0,0.82,0.81,0,"No","No","Yes","Yes","No","Yes"
2308766,17,0,0,101,149,205,20,70,99,117,48,"No",0,-99.0,0.0,0,"No","No","No","No","No","Yes"
2309542,2,2,0,1,3,5,0,0,3,4,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","Yes"
2309926,3,8,0,16,32,48,6,22,44,59,5,"No",0,0.7,0.87,0,"No","No","No","Yes","No","Yes"
2310097,0,2,0,200,200,200,6,6,6,6,67,"No",0,0.97,0.97,0,"No","No","Yes","Yes","No","Yes"
2310990,0,12,0,2,2,3,2,2,3,3,0,"No",0,0.77,0.73,0,"No","No","No","Yes","No","Yes"
2311054,1,2,0,12,12,12,2,9,12,19,0,"No",0,0.52,0.7,0,"No","No","No","Yes","No","Yes"
2312261,1,8,0,2,3,3,0,1,1,1,0,"No",0,0.08,0.03,0,"No","No","No","Yes","No","Yes"
2312795,30,8,0,477,777,927,87,233,361,466,77,"No",0,0.0,0.0,2,"No","No","No","Yes","No","Yes"
2313299,10,2,0,0,6,12,1,6,20,27,1,"No",0,0.85,0.77,0,"No","No","No","Yes","No","Yes"
2315378,2,2,0,50,50,50,3,5,7,8,2,"No",0,0.99,0.98,0,"No","No","No","Yes","No","Yes"
2315414,0,8,0,2,3,5,3,4,4,5,0,"No",0,0.7,0.74,0,"No","No","No","Yes","No","Yes"
1400269,0,12,0,3,3,3,1,2,4,7,0,"No",0,0.78,0.78,0,"No","No","Yes","Yes","No","Yes"
1435586,0,4,1,6,7,7,4,9,12,12,0,"No",0,0.68,0.66,0,"Yes","No","No","Yes","No","Yes"
1438728,2,8,0,1,3,4,0,2,2,6,0,"No",0,0.78,0.86,0,"No","No","Yes","Yes","No","Yes"
1458469,33,,0,0,0,0,4,4,7,7,0,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","Yes"
1511946,2,8,0,1,2,3,0,1,2,2,0,"No",0,0.98,0.97,0,"No","No","No","Yes","No","Yes"
1514800,0,2,12,72,72,72,0,2,2,2,1,"No",0,0.98,0.99,0,"Yes","No","No","Yes","No","Yes"
1544605,0,2,0,0,0,0,0,0,0,0,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1562814,0,8,0,6,8,10,5,6,10,13,0,"No",0,0.51,0.45,0,"No","No","No","Yes","No","Yes"
1566691,0,8,0,4,6,9,2,4,4,7,0,"No",0,0.83,0.91,0,"No","No","No","Yes","No","Yes"
1586159,0,2,0,5,7,7,0,0,0,0,0,"No",0,0.68,0.66,0,"Yes","No","No","Yes","No","Yes"
2991737,0,2,0,21,49,61,8,38,54,82,2,"No",0,0.94,0.96,0,"No","No","No","Yes","No","Yes"
3039049,2,2,10,20,30,30,4,5,6,6,0,"No",0,0.53,0.53,0,"No","No","No","Yes","No","Yes"
1469844,-152,12,0,615,861,984,133,299,513,692,0,"No",0,0.0,0.01,69,"No","No","No","Yes","No","Yes"
1513710,-3,8,0,17,24,35,5,17,27,33,0,"No",0,0.79,0.66,3,"No","No","No","Yes","No","Yes"
1552583,0,2,0,42,68,85,1,1,2,2,0,"No",0,0.78,0.89,1,"No","No","No","Yes","No","Yes"
1486208,28632,8,180,1425,22420,39330,2947,10717,24386,43376,3854,"No",0,0.98,0.99,116,"No","No","No","Yes","No","Yes"
1574935,-3,12,0,3,3,3,0,4,4,4,0,"No",0,0.63,0.72,3,"No","No","No","Yes","No","Yes"
1390021,40,0,0,1219,1799,2420,221,656,1300,1963,265,"No",0,0.0,0.0,11,"No","No","No","No","No","Yes"
1589877,17,8,177,360,600,768,307,532,889,1186,145,"No",0,0.89,0.68,3,"No","No","No","Yes","No","Yes"
1538130,-3,8,0,33,51,78,12,35,67,99,2,"No",0,0.57,0.44,3,"No","No","No","Yes","No","Yes"
2816902,25,2,5,35,75,120,7,28,36,37,0,"No",5,0.15,0.18,0,"No","No","No","Yes","No","Yes"
1458243,0,2,0,2,2,7,0,0,0,0,0,"No",2,0.8,0.82,0,"No","No","Yes","Yes","No","Yes"
2952874,-17,8,0,257,383,513,32,123,276,429,34,"No",25,0.77,0.76,17,"No","No","Yes","Yes","No","Yes"
2990801,25,12,1,744,1228,1780,181,571,1099,1580,10,"No",28,0.57,0.68,1,"No","No","No","Yes","No","Yes"
2861972,0,8,0,9,13,19,0,4,10,13,0,"No",1,0.82,0.81,0,"No","No","No","Yes","No","Yes"
1426876,0,,0,200,300,500,0,0,0,0,0,"No",100,-99.0,-99.0,0,"No","No","No","Yes","No","Yes"
1548969,1,8,0,24,32,54,4,20,37,52,0,"No",2,0.17,0.33,0,"No","No","No","Yes","No","Yes"
3152842,-56,8,0,201,257,331,34,110,210,304,20,"No",3,0.18,0.38,56,"No","No","Yes","Yes","No","Yes"
1517692,45,8,51,371,578,825,89,321,561,727,64,"No",108,0.79,0.66,4,"No","No","No","Yes","No","Yes"
1413081,18,8,20,95,169,235,33,115,212,328,81,"No",9,0.86,0.88,1,"No","No","No","Yes","No","Yes"
1487704,189,8,279,7419,7419,8503,734,2561,5692,9536,947,"No",600,0.5,0.53,45,"No","No","No","Yes","No","Yes"
3006104,-5,8,0,397,649,883,92,284,613,900,73,"No",35,0.8,0.79,13,"No","No","No","Yes","No","Yes"
1473528,0,12,0,6,6,6,0,1,3,5,0,"No",1,0.78,0.78,0,"No","No","No","Yes","No","Yes"
3024688,-9,8,19,760,1080,1480,157,457,884,1328,168,"No",40,0.78,0.8,15,"No","No","No","Yes","No","Yes"
1374861,263,8,45,1188,1668,2208,265,774,1408,2308,484,"No",80,0.61,0.57,0,"No","No","Yes","Yes","No","Yes"
1585372,1,8,0,42,78,96,14,31,53,90,9,"No",19,0.17,0.33,0,"No","No","No","Yes","No","Yes"
2945734,0,4,0,7,10,13,3,5,5,5,1,"No",3,0.73,0.78,0,"Yes","No","No","Yes","No","Yes"
3028274,-6,8,4,456,728,1060,93,307,622,898,35,"No",56,0.66,0.67,6,"No","No","No","Yes","No","Yes"
3017163,-5,8,0,25,35,39,2,7,12,31,5,"No",3,0.77,0.76,5,"No","No","No","Yes","No","Yes"
3002093,12,8,0,948,1584,2424,191,717,1374,1882,147,"No",48,0.31,0.2,25,"No","No","No","Yes","No","Yes"
1541706,-15,8,0,160,228,334,32,135,237,305,23,"No",12,0.98,0.98,18,"No","No","No","Yes","No","Yes"
1587383,0,8,0,6,9,12,0,0,0,0,0,"No",2,0.96,0.96,0,"No","No","No","Yes","No","Yes"
1362145,0,8,0,40,64,100,13,38,69,76,0,"No",6,0.91,0.93,0,"No","No","Yes","Yes","No","Yes"
1391819,-227,15,12,1332,2016,2664,241,666,1303,2150,175,"No",72,0.05,0.08,232,"No","No","No","Yes","No","Yes"
1406783,-16,8,0,30,33,36,4,13,24,37,2,"No",6,0.46,0.45,16,"No","No","No","Yes","No","Yes"
3203342,-39,8,17,1488,2118,2883,284,797,1396,2067,210,"No",135,0.86,0.89,39,"No","No","No","Yes","No","Yes"
3014348,3,9,0,21,33,49,5,18,40,56,2,"No",1,0.7,0.66,0,"No","No","No","Yes","No","Yes"
2987859,-1,12,0,22,34,54,9,24,41,56,0,"No",4,0.73,0.79,1,"No","No","Yes","Yes","No","Yes"
1588440,4,9,0,43,63,83,2,20,39,57,3,"No",16,0.68,0.66,0,"No","No","No","Yes","No","Yes"
3101710,9,8,10,690,1050,1482,99,352,540,754,99,"No",144,0.41,0.46,0,"No","No","Yes","Yes","No","Yes"
1512172,34,12,0,192,312,432,31,116,222,333,29,"No",24,0.78,0.78,0,"No","No","Yes","Yes","No","Yes"
2999522,3,8,12,843,1131,1419,153,496,900,1304,217,"No",48,0.53,0.54,21,"No","No","Yes","Yes","No","Yes"
3052508,-22,8,9,768,1104,1488,140,456,889,1278,142,"No",48,0.53,0.54,25,"No","No","Yes","Yes","No","Yes"
2954008,2,8,5,212,316,435,51,156,273,368,50,"No",7,0.41,0.46,3,"No","No","No","Yes","No","Yes"
2885904,0,12,0,5,5,5,0,0,0,0,0,"No",1,0.57,0.68,0,"Yes","No","No","Yes","No","Yes"
1459291,3,8,0,12,12,12,0,5,12,18,0,"No",6,0.17,0.33,0,"No","No","No","Yes","No","Yes"
1557443,0,2,0,6,9,9,0,0,0,0,0,"No",1,0.42,0.36,0,"Yes","No","Yes","Yes","No","Yes"
1354230,6,2,0,39,71,103,12,39,62,82,0,"No",4,0.78,0.74,0,"No","No","No","Yes","No","Yes"
3193142,0,2,0,7,37,37,0,0,0,0,1,"No",5,0.12,0.1,0,"No","No","No","Yes","No","Yes"
3261022,2,8,0,385,565,727,84,267,498,775,1532,"No",18,0.79,0.66,4,"No","No","No","Yes","No","Yes"
1364217,4,8,0,8,8,8,1,5,13,21,2,"No",3,0.5,0.75,0,"No","No","No","Yes","No","Yes"
1574957,0,12,0,10,14,18,0,5,11,14,0,"No",5,0.63,0.72,0,"No","No","No","Yes","No","Yes"
1507348,0,2,0,100,120,140,0,0,0,0,0,"No",40,0.24,0.28,0,"No","No","No","Yes","No","Yes"
1513508,3,2,0,4,6,9,2,4,5,7,0,"No",1,0.5,0.25,0,"Yes","No","No","Yes","No","Yes"
3215366,-1,12,0,22,37,57,8,23,41,55,0,"No",4,0.73,0.79,1,"No","No","Yes","Yes","No","Yes"
1475871,-1,8,1,73,114,172,10,55,109,171,15,"No",7,0.37,0.54,2,"No","No","No","Yes","No","Yes"
1501630,0,8,0,14,23,23,0,0,0,0,0,"No",8,0.62,0.62,0,"No","No","Yes","Yes","No","Yes"
1418521,10,8,1,195,269,356,38,144,216,216,46,"No",24,0.37,0.4,0,"No","No","No","Yes","No","Yes"
3042407,0,2,0,39,55,75,2,10,14,14,0,"No",1,0.81,0.58,5,"No","No","No","Yes","No","Yes"
1462901,52,8,0,386,624,833,107,272,531,819,58,"No",39,0.78,0.74,0,"No","No","No","Yes","No","Yes"
1538189,152,8,120,1001,1649,2161,316,859,1463,2217,339,"No",25,0.44,0.62,17,"No","No","No","Yes","No","Yes"
1531816,0,4,0,6,9,10,0,0,0,0,0,"No",3,0.89,0.9,0,"Yes","No","No","Yes","No","Yes"
3004961,-12,2,15,1050,1635,2220,256,724,1230,1774,188,"No",65,0.03,0.1,19,"No","No","No","Yes","No","Yes"
1433549,18,8,2,50,82,114,8,37,61,97,13,"No",12,0.86,0.88,0,"No","No","No","Yes","No","Yes"
1591438,-4,8,0,23,40,48,1,6,17,32,5,"No",1,0.73,0.73,4,"No","No","No","Yes","No","Yes"
3174774,4,2,0,12,12,20,3,10,17,31,0,"No",12,0.82,0.81,0,"No","No","No","Yes","No","Yes"
1365758,0,12,0,1,2,2,1,1,2,2,0,"No",1,0.63,0.72,0,"No","No","No","Yes","No","Yes"
1478845,96,8,0,311,544,823,90,315,616,902,95,"No",18,0.82,0.75,0,"No","No","No","Yes","No","Yes"
1553921,1,8,0,180,276,456,67,230,348,461,56,"No",108,0.31,0.18,5,"No","No","No","Yes","No","Yes"
1546514,5,8,0,90,126,180,61,149,268,381,29,"No",18,0.43,0.46,1,"No","No","Yes","Yes","No","Yes"
1562180,0,8,0,5,6,8,0,2,4,7,0,"No",2,0.51,0.53,0,"Yes","No","No","Yes","No","Yes"
1530337,0,8,5,178,248,326,99,150,173,193,37,"No",7,0.71,0.7,0,"No","No","Yes","Yes","No","Yes"
1365952,-1,8,0,20,28,36,3,7,10,11,0,"No",4,0.62,0.62,1,"No","No","No","Yes","No","Yes"
1471204,8,8,0,288,288,288,1,132,300,373,17,"No",96,0.47,0.61,0,"No","No","No","Yes","No","Yes"
3085712,0,8,0,15,29,36,3,13,20,28,0,"No",7,0.18,0.33,0,"No","No","No","Yes","No","Yes"
3055039,5,8,0,24,40,56,5,19,33,62,2,"No",8,0.55,0.4,0,"No","No","No","Yes","No","Yes"
1510394,31,8,1,163,283,391,42,108,207,300,31,"No",12,0.61,0.57,1,"No","No","Yes","Yes","No","Yes"
1479429,7,8,6,172,256,360,42,132,243,381,34,"No",4,0.37,0.54,5,"No","No","No","Yes","No","Yes"
1496126,9,8,0,66,114,150,12,28,69,116,25,"No",8,0.86,0.88,0,"No","No","No","Yes","No","Yes"
1351786,0,8,0,9,12,20,2,3,20,23,0,"No",0,0.97,0.98,0,"No","No","No","Yes","No","Yes"
1353300,8,2,0,0,0,0,0,0,0,0,1,"No",0,0.81,0.83,0,"Yes","No","No","Yes","No","Yes"
1353703,54,2,60,40,120,160,6,39,112,203,0,"No",0,1.0,0.85,0,"No","No","No","Yes","No","Yes"
1353977,40,8,0,0,200,200,10,23,43,62,11,"No",0,0.82,0.82,0,"No","No","No","Yes","No","Yes"
1355050,0,8,0,298,372,477,0,0,0,0,21,"No",0,0.77,0.77,0,"Yes","No","No","Yes","No","Yes"
1356405,6,2,0,20,47,74,8,21,43,58,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
1357477,11,8,0,0,16,16,1,5,11,13,5,"No",0,0.95,0.87,0,"No","No","No","Yes","No","Yes"
1357747,0,8,0,2,2,3,2,2,2,2,0,"No",0,0.95,0.87,0,"No","No","No","Yes","No","Yes"
1358900,0,2,0,6,9,11,0,0,0,0,0,"No",0,0.78,0.78,0,"Yes","No","No","Yes","No","Yes"
1358937,0,4,0,125,203,238,0,0,0,0,22,"No",0,1.0,0.98,0,"No","No","No","Yes","No","Yes"
1359019,1,8,0,15,35,45,1,7,17,30,8,"No",0,0.7,0.73,0,"No","No","No","Yes","No","Yes"
1361228,22,8,0,0,0,0,2,5,14,30,3,"No",0,0.97,0.98,0,"No","No","No","Yes","No","Yes"
1361732,13,8,0,21,42,42,5,11,18,31,2,"No",0,1.0,1.0,0,"No","No","No","Yes","No","Yes"
1362006,58,2,0,304,508,724,115,262,418,559,106,"No",0,0.58,0.57,0,"Yes","No","No","Yes","No","Yes"
1364018,0,8,0,50,76,103,5,15,41,52,0,"No",0,0.71,0.75,0,"No","No","No","Yes","No","Yes"
1364032,0,2,0,42,72,108,12,33,51,73,0,"No",0,0.94,0.9,0,"No","No","No","Yes","No","Yes"
1364230,0,8,0,5,5,5,0,0,0,0,1,"No",0,0.2,0.31,0,"Yes","No","No","Yes","No","Yes"
1365773,0,10,0,3,4,6,0,1,3,4,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
1365811,0,2,0,0,0,0,1,3,5,6,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
1366049,106,8,0,0,0,0,0,0,0,0,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1366163,3,8,0,0,1,2,0,0,2,3,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1367517,3,2,0,0,1,2,0,0,3,6,1,"No",0,0.91,0.86,0,"No","No","Yes","Yes","No","Yes"
1368031,0,8,0,19,35,43,7,22,46,60,3,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
1368121,0,12,0,62,62,62,0,0,0,0,1,"No",0,0.68,0.57,0,"No","No","No","Yes","No","Yes"
1369167,3,8,0,19,19,19,2,3,5,5,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","Yes"
1369363,20,3,0,100,200,300,24,92,142,179,9,"No",0,0.52,0.41,0,"No","No","No","Yes","No","Yes"
1369674,0,8,0,32,32,32,0,0,0,0,1,"No",0,0.93,0.92,0,"No","No","No","Yes","No","Yes"
1369743,13,2,0,11,22,33,3,13,25,35,0,"No",0,0.68,0.68,0,"No","No","No","Yes","No","Yes"
1370297,31,2,0,105,155,195,18,40,93,108,5,"No",0,0.0,0.0,0,"Yes","No","No","Yes","No","Yes"
1370331,3,8,0,6,11,16,2,6,11,26,0,"No",0,0.93,0.96,0,"No","No","No","Yes","No","Yes"
1371817,0,8,0,33,33,59,9,32,53,66,6,"No",0,0.99,0.94,0,"No","No","No","Yes","No","Yes"
1371948,1,2,0,20,20,20,2,3,3,3,0,"No",0,0.98,0.97,0,"No","No","No","Yes","No","Yes"
1373355,0,8,0,7,7,7,0,1,4,4,0,"No",0,0.42,0.36,0,"No","No","No","Yes","No","Yes"
1374063,7,4,0,0,0,0,0,0,0,2,0,"No",0,0.73,0.78,0,"No","No","No","Yes","No","Yes"
1375026,12,8,0,12,12,24,7,12,24,39,1,"No",0,0.5,0.35,0,"No","No","No","Yes","No","Yes"
1375810,1,6,0,2,2,2,2,5,11,35,0,"No",0,0.78,0.78,0,"No","No","No","Yes","No","Yes"
1376377,2,8,0,44,66,88,12,36,64,89,7,"No",0,0.99,0.97,0,"No","No","No","Yes","No","Yes"
1376382,2,8,0,12,12,17,0,2,11,16,14,"No",0,0.97,0.93,0,"Yes","No","No","Yes","No","Yes"
1377576,4,2,0,24,24,24,4,4,4,4,2,"No",0,0.71,0.7,0,"Yes","No","No","Yes","No","Yes"
1378471,2,8,2,18,34,50,6,18,32,49,0,"No",0,0.98,0.97,0,"No","No","No","Yes","No","Yes"
1379364,1,4,0,0,0,0,1,1,1,1,0,"No",0,0.87,0.9,0,"No","No","No","Yes","No","Yes"
1379425,0,2,0,160,180,220,157,158,161,161,87,"No",0,0.1,0.05,0,"Yes","No","No","Yes","No","Yes"
1379770,34,8,0,96,192,288,23,56,108,204,16,"No",0,0.75,0.72,0,"No","No","No","Yes","No","Yes"
1380091,0,8,0,2,4,5,2,2,4,6,1,"No",0,0.98,0.99,0,"No","No","No","Yes","No","Yes"
1380492,0,8,0,8,8,8,0,0,0,0,4,"No",0,0.79,0.71,0,"Yes","No","Yes","Yes","No","Yes"
