x,y
0.42,-0.855
0.435,-0.855
0.45,-0.855
0.465,-0.855
0.48,-0.855
0.495,-0.855
0.51,-0.855
0.525,-0.855
0.54,-0.855
0.555,-0.855
0.57,-0.855
0.585,-0.855
0.6,-0.855
0.615,-0.855
0.63,-0.855
0.645,-0.855
0.66,-0.855
0.675,-0.855
0.69,-0.855
0.705,-0.855
0.72,-0.855
0.735,-0.855
0.75,-0.855
0.765,-0.855
0.78,-0.855
0.795,-0.855
0.81,-0.855
0.825,-0.855
0.84,-0.855
0.855,-0.855
0.87,-0.855
0.885,-0.855
0.9,-0.855
0.915,-0.855
0.93,-0.855
0.945,-0.855
0.96,-0.855
0.975,-0.855
0.99,-0.855
1.005,-0.855
1.02,-0.855
1.035,-0.855
1.05,-0.855
1.065,-0.855
1.08,-0.855
1.095,-0.855
1.11,-0.855
1.125,-0.855
1.14,-0.855
1.155,-0.855
1.17,-0.855
1.185,-0.855
1.2,-0.855
1.215,-0.855
1.23,-0.855
1.245,-0.855
1.26,-0.855
1.275,-0.855
1.29,-0.855
1.305,-0.855
1.32,-0.855
1.335,-0.855
1.35,-0.855
1.365,-0.855
1.38,-0.855
1.395,-0.855
1.41,-0.855
1.425,-0.855
1.44,-0.855
1.455,-0.855
1.47,-0.855
1.485,-0.855
1.5,-0.855
-1.5,-0.84
-1.485,-0.84
-1.47,-0.84
-1.455,-0.84
-1.44,-0.84
-1.425,-0.84
-1.41,-0.84
-1.395,-0.84
-1.38,-0.84
-1.365,-0.84
-1.35,-0.84
-1.335,-0.84
-1.32,-0.84
-1.305,-0.84
-1.29,-0.84
-1.275,-0.84
-1.26,-0.84
-1.245,-0.84
-1.23,-0.84
-1.215,-0.84
-1.2,-0.84
-1.185,-0.84
-1.17,-0.84
-1.155,-0.84
-1.14,-0.84
-1.125,-0.84
-1.11,-0.84
-1.095,-0.84
-1.08,-0.84
-1.065,-0.84
-1.05,-0.84
-1.035,-0.84
-1.02,-0.84
-1.005,-0.84
-0.99,-0.84
-0.975,-0.84
-0.96,-0.84
-0.945,-0.84
-0.93,-0.84
-0.915,-0.84
-0.9,-0.84
-0.885,-0.84
-0.87,-0.84
-0.855,-0.84
-0.84,-0.84
-0.825,-0.84
-0.81,-0.84
-0.795,-0.84
-0.78,-0.84
-0.765,-0.84
-0.75,-0.84
-0.735,-0.84
-0.72,-0.84
-0.705,-0.84
-0.69,-0.84
-0.675,-0.84
-0.66,-0.84
-0.645,-0.84
-0.63,-0.84
-0.615,-0.84
-0.6,-0.84
-0.585,-0.84
-0.57,-0.84
-0.555,-0.84
-0.54,-0.84
-0.525,-0.84
-0.51,-0.84
-0.495,-0.84
-0.48,-0.84
-0.465,-0.84
-0.45,-0.84
-0.435,-0.84
-0.42,-0.84
-0.405,-0.84
-0.39,-0.84
-0.375,-0.84
-0.36,-0.84
-0.345,-0.84
-0.33,-0.84
-0.315,-0.84
-0.3,-0.84
-0.285,-0.84
-0.27,-0.84
-0.255,-0.84
-0.24,-0.84
-0.225,-0.84
-0.21,-0.84
-0.195,-0.84
-0.18,-0.84
-0.165,-0.84
-0.15,-0.84
-0.135,-0.84
-0.12,-0.84
-0.105,-0.84
-0.09,-0.84
-0.075,-0.84
-0.06,-0.84
-0.045,-0.84
-0.03,-0.84
-0.015,-0.84
0,-0.84
0.015,-0.84
0.03,-0.84
0.045,-0.84
0.06,-0.84
0.075,-0.84
0.09,-0.84
0.105,-0.84
0.12,-0.84
0.135,-0.84
0.15,-0.84
0.165,-0.84
0.18,-0.84
0.195,-0.84
0.21,-0.84
0.225,-0.84
0.24,-0.84
0.255,-0.84
0.27,-0.84
0.285,-0.84
0.3,-0.84
0.315,-0.84
0.33,-0.84
0.345,-0.84
0.36,-0.84
0.375,-0.84
0.39,-0.84
0.405,-0.84
0.42,-0.84
0.435,-0.84
0.45,-0.84
0.465,-0.84
0.48,-0.84
0.495,-0.84
0.51,-0.84
0.525,-0.84
0.54,-0.84
0.555,-0.84
0.57,-0.84
0.585,-0.84
0.6,-0.84
0.615,-0.84
0.63,-0.84
0.645,-0.84
0.66,-0.84
0.675,-0.84
0.69,-0.84
0.705,-0.84
0.72,-0.84
0.735,-0.84
0.75,-0.84
0.765,-0.84
0.78,-0.84
0.795,-0.84
0.81,-0.84
0.825,-0.84
0.84,-0.84
0.855,-0.84
0.87,-0.84
0.885,-0.84
0.9,-0.84
0.915,-0.84
0.93,-0.84
0.945,-0.84
0.96,-0.84
0.975,-0.84
0.99,-0.84
1.005,-0.84
1.02,-0.84
1.035,-0.84
1.05,-0.84
1.065,-0.84
1.08,-0.84
1.095,-0.84
1.11,-0.84
1.125,-0.84
1.14,-0.84
1.155,-0.84
1.17,-0.84
1.185,-0.84
1.2,-0.84
1.215,-0.84
1.23,-0.84
1.245,-0.84
1.26,-0.84
1.275,-0.84
1.29,-0.84
1.305,-0.84
1.32,-0.84
1.335,-0.84
1.35,-0.84
1.365,-0.84
1.38,-0.84
1.395,-0.84
1.41,-0.84
1.425,-0.84
1.44,-0.84
1.455,-0.84
1.47,-0.84
1.485,-0.84
1.5,-0.84
-1.5,-0.825
-1.485,-0.825
-1.47,-0.825
-1.455,-0.825
-1.44,-0.825
-1.425,-0.825
-1.41,-0.825
-1.395,-0.825
-1.38,-0.825
-1.365,-0.825
-1.35,-0.825
-1.335,-0.825
-1.32,-0.825
-1.305,-0.825
-1.29,-0.825
-1.275,-0.825
-1.26,-0.825
-1.245,-0.825
-1.23,-0.825
-1.215,-0.825
-1.2,-0.825
-1.185,-0.825
-1.17,-0.825
-1.155,-0.825
-1.14,-0.825
-1.125,-0.825
-1.11,-0.825
-1.095,-0.825
-1.08,-0.825
-1.065,-0.825
-1.05,-0.825
-1.035,-0.825
-1.02,-0.825
-1.005,-0.825
-0.99,-0.825
-0.975,-0.825
-0.96,-0.825
-0.945,-0.825
-0.93,-0.825
-0.915,-0.825
-0.9,-0.825
-0.885,-0.825
-0.87,-0.825
-0.855,-0.825
-0.84,-0.825
-0.825,-0.825
-0.81,-0.825
-0.795,-0.825
-0.78,-0.825
-0.765,-0.825
-0.75,-0.825
-0.735,-0.825
-0.72,-0.825
-0.705,-0.825
-0.69,-0.825
-0.675,-0.825
-0.66,-0.825
-0.645,-0.825
-0.63,-0.825
-0.615,-0.825
-0.6,-0.825
-0.585,-0.825
-0.57,-0.825
-0.555,-0.825
-0.54,-0.825
-0.525,-0.825
-0.51,-0.825
-0.495,-0.825
-0.48,-0.825
-0.465,-0.825
-0.45,-0.825
-0.435,-0.825
-0.42,-0.825
-0.405,-0.825
-0.39,-0.825
-0.375,-0.825
-0.36,-0.825
-0.345,-0.825
-0.33,-0.825
-0.315,-0.825
-0.3,-0.825
-0.285,-0.825
-0.27,-0.825
-0.255,-0.825
-0.24,-0.825
-0.225,-0.825
-0.21,-0.825
-0.195,-0.825
-0.18,-0.825
-0.165,-0.825
-0.15,-0.825
-0.135,-0.825
-0.12,-0.825
-0.105,-0.825
-0.09,-0.825
-0.075,-0.825
-0.06,-0.825
-0.045,-0.825
-0.03,-0.825
-0.015,-0.825
0,-0.825
0.015,-0.825
0.03,-0.825
0.045,-0.825
0.06,-0.825
0.075,-0.825
0.09,-0.825
0.105,-0.825
0.12,-0.825
0.135,-0.825
0.15,-0.825
0.165,-0.825
0.18,-0.825
0.195,-0.825
0.21,-0.825
0.225,-0.825
0.24,-0.825
0.255,-0.825
0.27,-0.825
0.285,-0.825
0.3,-0.825
0.315,-0.825
0.33,-0.825
0.345,-0.825
0.36,-0.825
0.375,-0.825
0.39,-0.825
0.405,-0.825
0.42,-0.825
0.435,-0.825
0.45,-0.825
0.465,-0.825
0.48,-0.825
0.495,-0.825
0.51,-0.825
0.525,-0.825
0.54,-0.825
0.555,-0.825
0.57,-0.825
0.585,-0.825
0.6,-0.825
0.615,-0.825
0.63,-0.825
0.645,-0.825
0.66,-0.825
0.675,-0.825
0.69,-0.825
0.705,-0.825
0.72,-0.825
0.735,-0.825
0.75,-0.825
0.765,-0.825
0.78,-0.825
0.795,-0.825
0.81,-0.825
0.825,-0.825
0.84,-0.825
0.855,-0.825
0.87,-0.825
0.885,-0.825
0.9,-0.825
0.915,-0.825
0.93,-0.825
0.945,-0.825
0.96,-0.825
0.975,-0.825
0.99,-0.825
1.005,-0.825
1.02,-0.825
1.035,-0.825
1.05,-0.825
1.065,-0.825
1.08,-0.825
1.095,-0.825
1.11,-0.825
1.125,-0.825
1.14,-0.825
1.155,-0.825
1.17,-0.825
1.185,-0.825
1.2,-0.825
1.215,-0.825
1.23,-0.825
1.245,-0.825
1.26,-0.825
1.275,-0.825
1.29,-0.825
1.305,-0.825
1.32,-0.825
1.335,-0.825
1.35,-0.825
1.365,-0.825
1.38,-0.825
1.395,-0.825
1.41,-0.825
1.425,-0.825
1.44,-0.825
1.455,-0.825
1.47,-0.825
1.485,-0.825
1.5,-0.825
-1.5,-0.81
-1.485,-0.81
-1.47,-0.81
-1.455,-0.81
-1.44,-0.81
-1.425,-0.81
-1.41,-0.81
-1.395,-0.81
-1.38,-0.81
-1.365,-0.81
-1.35,-0.81
-1.335,-0.81
-1.32,-0.81
-1.305,-0.81
-1.29,-0.81
-1.275,-0.81
-1.26,-0.81
-1.245,-0.81
-1.23,-0.81
-1.215,-0.81
-1.2,-0.81
-1.185,-0.81
-1.17,-0.81
-1.155,-0.81
-1.14,-0.81
-1.125,-0.81
-1.11,-0.81
-1.095,-0.81
-1.08,-0.81
-1.065,-0.81
-1.05,-0.81
-1.035,-0.81
-1.02,-0.81
-1.005,-0.81
-0.99,-0.81
-0.975,-0.81
-0.96,-0.81
-0.945,-0.81
-0.93,-0.81
-0.915,-0.81
-0.9,-0.81
-0.885,-0.81
-0.87,-0.81
-0.855,-0.81
-0.84,-0.81
-0.825,-0.81
-0.81,-0.81
-0.795,-0.81
-0.78,-0.81
-0.765,-0.81
-0.75,-0.81
-0.735,-0.81
-0.72,-0.81
-0.705,-0.81
-0.69,-0.81
-0.675,-0.81
-0.66,-0.81
-0.645,-0.81
-0.63,-0.81
-0.615,-0.81
-0.6,-0.81
-0.585,-0.81
-0.57,-0.81
-0.555,-0.81
-0.54,-0.81
-0.525,-0.81
-0.51,-0.81
-0.495,-0.81
-0.48,-0.81
-0.465,-0.81
-0.45,-0.81
-0.435,-0.81
-0.42,-0.81
-0.405,-0.81
-0.39,-0.81
-0.375,-0.81
-0.36,-0.81
-0.345,-0.81
-0.33,-0.81
-0.315,-0.81
-0.3,-0.81
-0.285,-0.81
-0.27,-0.81
-0.255,-0.81
-0.24,-0.81
-0.225,-0.81
-0.21,-0.81
-0.195,-0.81
-0.18,-0.81
-0.165,-0.81
-0.15,-0.81
-0.135,-0.81
-0.12,-0.81
-0.105,-0.81
-0.09,-0.81
-0.075,-0.81
-0.06,-0.81
-0.045,-0.81
-0.03,-0.81
-0.015,-0.81
0,-0.81
0.015,-0.81
0.03,-0.81
0.045,-0.81
0.06,-0.81
0.075,-0.81
0.09,-0.81
0.105,-0.81
0.12,-0.81
0.135,-0.81
0.15,-0.81
0.165,-0.81
0.18,-0.81
0.195,-0.81
0.21,-0.81
0.225,-0.81
0.24,-0.81
0.255,-0.81
0.27,-0.81
0.285,-0.81
0.3,-0.81
0.315,-0.81
0.33,-0.81
0.345,-0.81
0.36,-0.81
0.375,-0.81
0.39,-0.81
0.405,-0.81
0.42,-0.81
0.435,-0.81
0.45,-0.81
0.465,-0.81
0.48,-0.81
0.495,-0.81
0.51,-0.81
0.525,-0.81
0.54,-0.81
0.555,-0.81
0.57,-0.81
0.585,-0.81
0.6,-0.81
0.615,-0.81
0.63,-0.81
0.645,-0.81
0.66,-0.81
0.675,-0.81
0.69,-0.81
0.705,-0.81
0.72,-0.81
0.735,-0.81
0.75,-0.81
0.765,-0.81
0.78,-0.81
0.795,-0.81
0.81,-0.81
0.825,-0.81
0.84,-0.81
0.855,-0.81
0.87,-0.81
0.885,-0.81
0.9,-0.81
0.915,-0.81
0.93,-0.81
0.945,-0.81
0.96,-0.81
0.975,-0.81
0.99,-0.81
1.005,-0.81
1.02,-0.81
1.035,-0.81
1.05,-0.81
1.065,-0.81
1.08,-0.81
1.095,-0.81
1.11,-0.81
1.125,-0.81
1.14,-0.81
1.155,-0.81
1.17,-0.81
1.185,-0.81
1.2,-0.81
1.215,-0.81
1.23,-0.81
1.245,-0.81
1.26,-0.81
1.275,-0.81
1.29,-0.81
1.305,-0.81
1.32,-0.81
1.335,-0.81
1.35,-0.81
1.365,-0.81
1.38,-0.81
1.395,-0.81
1.41,-0.81
1.425,-0.81
1.44,-0.81
1.455,-0.81
1.47,-0.81
1.485,-0.81
1.5,-0.81
-1.5,-0.795
-1.485,-0.795
-1.47,-0.795
-1.455,-0.795
-1.44,-0.795
-1.425,-0.795
-1.41,-0.795
-1.395,-0.795
-1.38,-0.795
-1.365,-0.795
-1.35,-0.795
-1.335,-0.795
-1.32,-0.795
-1.305,-0.795
-1.29,-0.795
-1.275,-0.795
-1.26,-0.795
-1.245,-0.795
-1.23,-0.795
-1.215,-0.795
-1.2,-0.795
-1.185,-0.795
-1.17,-0.795
-1.155,-0.795
-1.14,-0.795
-1.125,-0.795
-1.11,-0.795
-1.095,-0.795
-1.08,-0.795
-1.065,-0.795
-1.05,-0.795
-1.035,-0.795
-1.02,-0.795
-1.005,-0.795
-0.99,-0.795
-0.975,-0.795
-0.96,-0.795
-0.945,-0.795
-0.93,-0.795
-0.915,-0.795
-0.9,-0.795
-0.885,-0.795
-0.87,-0.795
-0.855,-0.795
-0.84,-0.795
-0.825,-0.795
-0.81,-0.795
-0.795,-0.795
-0.78,-0.795
-0.765,-0.795
-0.75,-0.795
-0.735,-0.795
-0.72,-0.795
-0.705,-0.795
-0.69,-0.795
-0.675,-0.795
-0.66,-0.795
-0.645,-0.795
-0.63,-0.795
-0.615,-0.795
-0.6,-0.795
-0.585,-0.795
-0.57,-0.795
-0.555,-0.795
-0.54,-0.795
-0.525,-0.795
-0.51,-0.795
-0.495,-0.795
-0.48,-0.795
-0.465,-0.795
-0.45,-0.795
-0.435,-0.795
-0.42,-0.795
-0.405,-0.795
-0.39,-0.795
-0.375,-0.795
-0.36,-0.795
-0.345,-0.795
-0.33,-0.795
-0.315,-0.795
-0.3,-0.795
-0.285,-0.795
-0.27,-0.795
-0.255,-0.795
-0.24,-0.795
-0.225,-0.795
-0.21,-0.795
-0.195,-0.795
-0.18,-0.795
-0.165,-0.795
-0.15,-0.795
-0.135,-0.795
-0.12,-0.795
-0.105,-0.795
-0.09,-0.795
-0.075,-0.795
-0.06,-0.795
-0.045,-0.795
-0.03,-0.795
-0.015,-0.795
0,-0.795
0.015,-0.795
0.03,-0.795
0.045,-0.795
0.06,-0.795
0.075,-0.795
0.09,-0.795
0.105,-0.795
0.12,-0.795
0.135,-0.795
0.15,-0.795
0.165,-0.795
0.18,-0.795
0.195,-0.795
0.21,-0.795
0.225,-0.795
0.24,-0.795
0.255,-0.795
0.27,-0.795
0.285,-0.795
0.3,-0.795
0.315,-0.795
0.33,-0.795
0.345,-0.795
0.36,-0.795
0.375,-0.795
0.39,-0.795
0.405,-0.795
0.42,-0.795
0.435,-0.795
0.45,-0.795
0.465,-0.795
0.48,-0.795
0.495,-0.795
0.51,-0.795
0.525,-0.795
0.54,-0.795
0.555,-0.795
0.57,-0.795
0.585,-0.795
0.6,-0.795
0.615,-0.795
0.63,-0.795
0.645,-0.795
0.66,-0.795
0.675,-0.795
0.69,-0.795
0.705,-0.795
0.72,-0.795
0.735,-0.795
0.75,-0.795
0.765,-0.795
0.78,-0.795
0.795,-0.795
0.81,-0.795
0.825,-0.795
0.84,-0.795
0.855,-0.795
0.87,-0.795
0.885,-0.795
0.9,-0.795
0.915,-0.795
0.93,-0.795
0.945,-0.795
0.96,-0.795
0.975,-0.795
0.99,-0.795
1.005,-0.795
1.02,-0.795
1.035,-0.795
1.05,-0.795
1.065,-0.795
1.08,-0.795
1.095,-0.795
1.11,-0.795
1.125,-0.795
1.14,-0.795
1.155,-0.795
1.17,-0.795
1.185,-0.795
1.2,-0.795
1.215,-0.795
1.23,-0.795
1.245,-0.795
1.26,-0.795
1.275,-0.795
1.29,-0.795
1.305,-0.795
1.32,-0.795
1.335,-0.795
1.35,-0.795
1.365,-0.795
1.38,-0.795
1.395,-0.795
1.41,-0.795
1.425,-0.795
1.44,-0.795
1.455,-0.795
1.47,-0.795
1.485,-0.795
1.5,-0.795
-1.5,-0.78
-1.485,-0.78
-1.47,-0.78
-1.455,-0.78
-1.44,-0.78
-1.425,-0.78
-1.41,-0.78
-1.395,-0.78
-1.38,-0.78
-1.365,-0.78
-1.35,-0.78
-1.335,-0.78
-1.32,-0.78
-1.305,-0.78
-1.29,-0.78
-1.275,-0.78
-1.26,-0.78
-1.245,-0.78
-1.23,-0.78
-1.215,-0.78
-1.2,-0.78
-1.185,-0.78
-1.17,-0.78
-1.155,-0.78
-1.14,-0.78
-1.125,-0.78
-1.11,-0.78
-1.095,-0.78
-1.08,-0.78
-1.065,-0.78
-1.05,-0.78
-1.035,-0.78
-1.02,-0.78
-1.005,-0.78
-0.99,-0.78
-0.975,-0.78
-0.96,-0.78
-0.945,-0.78
-0.93,-0.78
-0.915,-0.78
-0.9,-0.78
-0.885,-0.78
-0.87,-0.78
-0.855,-0.78
-0.84,-0.78
-0.825,-0.78
-0.81,-0.78
-0.795,-0.78
-0.78,-0.78
-0.765,-0.78
-0.75,-0.78
-0.735,-0.78
-0.72,-0.78
-0.705,-0.78
-0.69,-0.78
-0.675,-0.78
-0.66,-0.78
-0.645,-0.78
-0.63,-0.78
-0.615,-0.78
-0.6,-0.78
-0.585,-0.78
-0.57,-0.78
-0.555,-0.78
-0.54,-0.78
-0.525,-0.78
-0.51,-0.78
-0.495,-0.78
-0.48,-0.78
-0.465,-0.78
-0.45,-0.78
-0.435,-0.78
-0.42,-0.78
-0.405,-0.78
-0.39,-0.78
-0.375,-0.78
-0.36,-0.78
-0.345,-0.78
-0.33,-0.78
-0.315,-0.78
-0.3,-0.78
-0.285,-0.78
-0.27,-0.78
-0.255,-0.78
-0.24,-0.78
-0.225,-0.78
-0.21,-0.78
-0.195,-0.78
-0.18,-0.78
-0.165,-0.78
-0.15,-0.78
-0.135,-0.78
-0.12,-0.78
-0.105,-0.78
-0.09,-0.78
-0.075,-0.78
-0.06,-0.78
-0.045,-0.78
-0.03,-0.78
-0.015,-0.78
0,-0.78
0.015,-0.78
0.03,-0.78
0.045,-0.78
0.06,-0.78
0.075,-0.78
0.09,-0.78
0.105,-0.78
0.12,-0.78
0.135,-0.78
0.15,-0.78
0.165,-0.78
0.18,-0.78
0.195,-0.78
0.21,-0.78
0.225,-0.78
0.24,-0.78
0.255,-0.78
0.27,-0.78
0.285,-0.78
0.3,-0.78
0.315,-0.78
0.33,-0.78
0.345,-0.78
0.36,-0.78
0.375,-0.78
0.39,-0.78
0.405,-0.78
0.42,-0.78
0.435,-0.78
0.45,-0.78
0.465,-0.78
0.48,-0.78
0.495,-0.78
0.51,-0.78
0.525,-0.78
0.54,-0.78
0.555,-0.78
0.57,-0.78
0.585,-0.78
0.6,-0.78
0.615,-0.78
0.63,-0.78
0.645,-0.78
0.66,-0.78
0.675,-0.78
0.69,-0.78
0.705,-0.78
0.72,-0.78
0.735,-0.78
0.75,-0.78
0.765,-0.78
0.78,-0.78
0.795,-0.78
0.81,-0.78
0.825,-0.78
0.84,-0.78
0.855,-0.78
0.87,-0.78
0.885,-0.78
0.9,-0.78
0.915,-0.78
0.93,-0.78
0.945,-0.78
0.96,-0.78
0.975,-0.78
0.99,-0.78
1.005,-0.78
1.02,-0.78
1.035,-0.78
1.05,-0.78
1.065,-0.78
1.08,-0.78
1.095,-0.78
1.11,-0.78
1.125,-0.78
1.14,-0.78
1.155,-0.78
1.17,-0.78
1.185,-0.78
1.2,-0.78
1.215,-0.78
1.23,-0.78
1.245,-0.78
1.26,-0.78
1.275,-0.78
1.29,-0.78
1.305,-0.78
1.32,-0.78
1.335,-0.78
1.35,-0.78
1.365,-0.78
1.38,-0.78
1.395,-0.78
1.41,-0.78
1.425,-0.78
1.44,-0.78
1.455,-0.78
1.47,-0.78
1.485,-0.78
1.5,-0.78
-1.5,-0.765
-1.485,-0.765
-1.47,-0.765
-1.455,-0.765
-1.44,-0.765
-1.425,-0.765
-1.41,-0.765
-1.395,-0.765
-1.38,-0.765
-1.365,-0.765
-1.35,-0.765
-1.335,-0.765
-1.32,-0.765
-1.305,-0.765
-1.29,-0.765
-1.275,-0.765
-1.26,-0.765
-1.245,-0.765
-1.23,-0.765
-1.215,-0.765
-1.2,-0.765
-1.185,-0.765
-1.17,-0.765
-1.155,-0.765
-1.14,-0.765
-1.125,-0.765
-1.11,-0.765
-1.095,-0.765
-1.08,-0.765
-1.065,-0.765
-1.05,-0.765
-1.035,-0.765
-1.02,-0.765
-1.005,-0.765
-0.99,-0.765
-0.975,-0.765
-0.96,-0.765
-0.945,-0.765
-0.93,-0.765
-0.915,-0.765
-0.9,-0.765
-0.885,-0.765
-0.87,-0.765
-0.855,-0.765
-0.84,-0.765
-0.825,-0.765
-0.81,-0.765
-0.795,-0.765
-0.78,-0.765
-0.765,-0.765
-0.75,-0.765
-0.735,-0.765
-0.72,-0.765
-0.705,-0.765
-0.69,-0.765
-0.675,-0.765
-0.66,-0.765
-0.645,-0.765
-0.63,-0.765
-0.615,-0.765
-0.6,-0.765
-0.585,-0.765
-0.57,-0.765
-0.555,-0.765
-0.54,-0.765
-0.525,-0.765
-0.51,-0.765
-0.495,-0.765
-0.48,-0.765
-0.465,-0.765
-0.45,-0.765
-0.435,-0.765
-0.42,-0.765
-0.405,-0.765
-0.39,-0.765
-0.375,-0.765
-0.36,-0.765
-0.345,-0.765
-0.33,-0.765
-0.315,-0.765
-0.3,-0.765
-0.285,-0.765
-0.27,-0.765
-0.255,-0.765
-0.24,-0.765
-0.225,-0.765
-0.21,-0.765
-0.195,-0.765
-0.18,-0.765
-0.165,-0.765
-0.15,-0.765
-0.135,-0.765
-0.12,-0.765
-0.105,-0.765
-0.09,-0.765
-0.075,-0.765
-0.06,-0.765
-0.045,-0.765
-0.03,-0.765
-0.015,-0.765
0,-0.765
0.015,-0.765
0.03,-0.765
0.045,-0.765
0.06,-0.765
0.075,-0.765
0.09,-0.765
0.105,-0.765
0.12,-0.765
0.135,-0.765
0.15,-0.765
0.165,-0.765
0.18,-0.765
0.195,-0.765
0.21,-0.765
0.225,-0.765
0.24,-0.765
0.255,-0.765
0.27,-0.765
0.285,-0.765
0.3,-0.765
0.315,-0.765
0.33,-0.765
0.345,-0.765
0.36,-0.765
0.375,-0.765
0.39,-0.765
0.405,-0.765
0.42,-0.765
0.435,-0.765
0.45,-0.765
0.465,-0.765
0.48,-0.765
0.495,-0.765
0.51,-0.765
0.525,-0.765
0.54,-0.765
0.555,-0.765
0.57,-0.765
0.585,-0.765
0.6,-0.765
0.615,-0.765
0.63,-0.765
0.645,-0.765
0.66,-0.765
0.675,-0.765
0.69,-0.765
0.705,-0.765
0.72,-0.765
0.735,-0.765
0.75,-0.765
0.765,-0.765
0.78,-0.765
0.795,-0.765
0.81,-0.765
0.825,-0.765
0.84,-0.765
0.855,-0.765
0.87,-0.765
0.885,-0.765
0.9,-0.765
0.915,-0.765
0.93,-0.765
0.945,-0.765
0.96,-0.765
0.975,-0.765
0.99,-0.765
1.005,-0.765
1.02,-0.765
1.035,-0.765
1.05,-0.765
1.065,-0.765
1.08,-0.765
1.095,-0.765
1.11,-0.765
1.125,-0.765
1.14,-0.765
1.155,-0.765
1.17,-0.765
1.185,-0.765
1.2,-0.765
1.215,-0.765
1.23,-0.765
1.245,-0.765
1.26,-0.765
1.275,-0.765
1.29,-0.765
1.305,-0.765
1.32,-0.765
1.335,-0.765
1.35,-0.765
1.365,-0.765
1.38,-0.765
1.395,-0.765
1.41,-0.765
1.425,-0.765
1.44,-0.765
1.455,-0.765
1.47,-0.765
1.485,-0.765
1.5,-0.765
-1.5,-0.75
-1.485,-0.75
-1.47,-0.75
-1.455,-0.75
-1.44,-0.75
-1.425,-0.75
-1.41,-0.75
-1.395,-0.75
-1.38,-0.75
-1.365,-0.75
-1.35,-0.75
-1.335,-0.75
-1.32,-0.75
-1.305,-0.75
-1.29,-0.75
-1.275,-0.75
-1.26,-0.75
-1.245,-0.75
-1.23,-0.75
-1.215,-0.75
-1.2,-0.75
-1.185,-0.75
-1.17,-0.75
-1.155,-0.75
-1.14,-0.75
-1.125,-0.75
-1.11,-0.75
-1.095,-0.75
-1.08,-0.75
-1.065,-0.75
-1.05,-0.75
-1.035,-0.75
-1.02,-0.75
-1.005,-0.75
-0.99,-0.75
-0.975,-0.75
-0.96,-0.75
-0.945,-0.75
-0.93,-0.75
-0.915,-0.75
-0.9,-0.75
-0.885,-0.75
-0.87,-0.75
-0.855,-0.75
-0.84,-0.75
-0.825,-0.75
-0.81,-0.75
-0.795,-0.75
-0.78,-0.75
-0.765,-0.75
-0.75,-0.75
-0.735,-0.75
-0.72,-0.75
-0.705,-0.75
-0.69,-0.75
-0.675,-0.75
-0.66,-0.75
-0.645,-0.75
-0.63,-0.75
-0.615,-0.75
-0.6,-0.75
-0.585,-0.75
-0.57,-0.75
-0.555,-0.75
-0.54,-0.75
-0.525,-0.75
-0.51,-0.75
-0.495,-0.75
-0.48,-0.75
-0.465,-0.75
-0.45,-0.75
-0.435,-0.75
-0.42,-0.75
-0.405,-0.75
-0.39,-0.75
-0.375,-0.75
-0.36,-0.75
-0.345,-0.75
-0.33,-0.75
-0.315,-0.75
-0.3,-0.75
-0.285,-0.75
-0.27,-0.75
-0.255,-0.75
-0.24,-0.75
-0.225,-0.75
-0.21,-0.75
-0.195,-0.75
-0.18,-0.75
-0.165,-0.75
-0.15,-0.75
-0.135,-0.75
-0.12,-0.75
-0.105,-0.75
-0.09,-0.75
-0.075,-0.75
-0.06,-0.75
-0.045,-0.75
-0.03,-0.75
-0.015,-0.75
0,-0.75
0.015,-0.75
0.03,-0.75
0.045,-0.75
0.06,-0.75
0.075,-0.75
0.09,-0.75
0.105,-0.75
0.12,-0.75
0.135,-0.75
0.15,-0.75
0.165,-0.75
0.18,-0.75
0.195,-0.75
0.21,-0.75
0.225,-0.75
0.24,-0.75
0.255,-0.75
0.27,-0.75
0.285,-0.75
0.3,-0.75
0.315,-0.75
0.33,-0.75
0.345,-0.75
0.36,-0.75
0.375,-0.75
0.39,-0.75
0.405,-0.75
0.42,-0.75
0.435,-0.75
0.45,-0.75
0.465,-0.75
0.48,-0.75
0.495,-0.75
0.51,-0.75
0.525,-0.75
0.54,-0.75
0.555,-0.75
0.57,-0.75
0.585,-0.75
0.6,-0.75
0.615,-0.75
0.63,-0.75
0.645,-0.75
0.66,-0.75
0.675,-0.75
0.69,-0.75
0.705,-0.75
0.72,-0.75
0.735,-0.75
0.75,-0.75
0.765,-0.75
0.78,-0.75
0.795,-0.75
0.81,-0.75
0.825,-0.75
0.84,-0.75
0.855,-0.75
0.87,-0.75
0.885,-0.75
0.9,-0.75
0.915,-0.75
0.93,-0.75
0.945,-0.75
0.96,-0.75
0.975,-0.75
0.99,-0.75
1.005,-0.75
1.02,-0.75
1.035,-0.75
1.05,-0.75
1.065,-0.75
1.08,-0.75
1.095,-0.75
1.11,-0.75
1.125,-0.75
1.14,-0.75
1.155,-0.75
1.17,-0.75
1.185,-0.75
1.2,-0.75
1.215,-0.75
1.23,-0.75
1.245,-0.75
1.26,-0.75
1.275,-0.75
1.29,-0.75
1.305,-0.75
1.32,-0.75
1.335,-0.75
1.35,-0.75
1.365,-0.75
1.38,-0.75
1.395,-0.75
1.41,-0.75
1.425,-0.75
1.44,-0.75
1.455,-0.75
1.47,-0.75
